cenggao,floor,function_list,jianzhumianji,jinshen,location,loupandizhi,loupanmingcheng,miankuan,release_date,service_price,shangpu_type,shifoufenge,shihejingying,titile,total_price,url,zhuangxiu
,第1层(共3层),,10㎡,5.09米,"龙华区,龙华",5.00米,龙华新区民治街道民塘路与简上路交汇处,12.00米,2019/9/2 15:47:42,0.00元/㎡·月,住宅底商,否,中海锦城商铺,地铁口购物中心70年产权 8.5万起,8.5万,https://sz.shop.fang.com/shou/3_221386236.html,毛坯
5.10米,第1层(共2层),"暖气,上水",5㎡,1.00米,"宝安,福永",福永街道107国道东侧,碧桂园领寓,3.00米,2019/8/28 17:42:21,5.00元/㎡·月,住宅底商,是,百货超市,真图实价 壹湾领域靓铺5.4万/平52平 钱景无限,5万,https://sz.shop.fang.com/shou/3_221261405.html,简装修
7.00米,第2层(共4层),"网络,停车位,客梯",7㎡,8.00米,"罗湖,东门",罗湖区解放路2003号,金世界商业中心,6.00米,2019/9/4 9:13:43,20.00元/㎡·月,购物中心/百货,否,"休闲娱乐,生活服务,餐饮美食,服饰鞋包",罗湖东门解放路美食城小铺售,49万,https://sz.shop.fang.com/shou/3_221425802.html,简装修
7.00米,第5层(共6层),,25㎡,8.00米,"罗湖,东门",罗湖区东门永新街,东门南塘商业广场B区,6.00米,2019/7/27 9:16:46,0.00元/㎡·月,住宅底商,是,百货超市,年租30万！358万急卖！东门一楼转角铺！税费仅几万！,3.58万,https://sz.shop.fang.com/shou/3_220299333.html,简装修
4.00米,186㎡,"客梯,货梯,扶梯",187㎡,5.00米,"宝安,中心区",宝中卓越前海时代广场,百货超市,海天路地铁5号线宝华站A2出口100米,2019/6/11 14:46:27,0.00元/㎡·月,毛坯,商业街商铺,否,贸易战下如何保护好自己的资产？,12万,https://sz.shop.fang.com/shou/3_218855160.html,第1层(共1层)
,第1层(共1层),,30㎡,3.00米,"南山区,蛇口",5.00米,蛇口自贸区太子湾招商局蛇口展示中心,4.00米,2019/8/30 10:40:16,0.00元/㎡·月,其他,否,太子湾商务广场,蛇口太子湾原始股 双地铁无缝连接 香港兰桂坊招商,25万,https://sz.shop.fang.com/shou/3_221301819.html,简装修
3.00米,第1层(共1层),"客梯,货梯,扶梯",42㎡,4.00米,"南山,西丽",南山区留仙洞战略型新兴产业总部基地石鼓路与打石一路交汇处,万科云城商铺,5.00米,2019/8/24 13:01:46,0.00元/㎡·月,商业街商铺,否,百货超市,总部基地 万科云城街百果园月租3.5万/卖820万,20万,https://sz.shop.fang.com/shou/3_221148285.html,简装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",63㎡,10.30米,"南山,西丽",创科路与打石二路交汇处,万科云街,6.00米,2019/7/31 17:46:03,12.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",西丽高铁站 中国硅谷 万科云街抄底价位 低于成本价出售,17.8万,https://sz.shop.fang.com/shou/3_220434607.html,精装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",212㎡,10.50米,"南山,蛇口",蛇口太子湾邮轮大道,太子湾广场,20.00米,2019/7/30 17:06:01,40.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务",太子湾国际邮轮母港 全新一手街铺 带国际品牌,18万,https://sz.shop.fang.com/shou/3_220403614.html,精装修
,第3层(共3层),"上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,1.00米,"龙华区,龙华",1.00米,龙华新区民治街道民塘路与简上路交汇处,1.00米,2019/7/13 20:47:38,5.00元/㎡·月,其他,否,中海锦城商铺,（钻石铺位）龙华中轴之作 地铁接驳购物中心13.8万起,13.8万,https://sz.shop.fang.com/shou/3_219895912.html,简装修
,第1层(共3层),,46㎡,5.00米,"光明区,公明",4.50米,光明区 公明 长春南路3号,9.00米,2019/9/3 21:16:38,6.50元/㎡·月,商业街商铺,否,中粮云景国际南区商铺,公明地铁站超旺出售，砖头水泥成本价，出租报回率！,45万,https://sz.shop.fang.com/shou/3_221421353.html,简装修
6.00米,第1层(共1层),"客梯,货梯,扶梯,上水,下水,排烟,排污",42㎡,6.00米,"南山,西丽",南山区留仙洞战略型新兴产业总部基地石鼓路与打石一路交汇处,万科云城商铺,5.00米,2019/8/24 13:01:45,5.00元/㎡·月,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",总部基地 万科云城街百果园月租3.5万/卖820万,20万,https://sz.shop.fang.com/shou/3_221148286.html,简装修
3.00米,第1层(共2层),"货梯,扶梯",2.1㎡,4.00米,"龙华区,民治",深圳白石龙地铁站C出口,玖龙荟,5.00米,2019/8/6 10:22:52,0.00元/㎡·月,商业街商铺,否,百货超市,光明中 心 区地 铁 口，临街 总价200万起,6万,https://sz.shop.fang.com/shou/3_220598506.html,简装修
4.00米,10㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,3.00米,"罗湖,东门",爵士大厦商铺,爵士大厦商铺,3.00米,2019/8/26 19:27:11,15.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",独立红本快餐店卖48万 12平方 租金2400元,48万,https://sz.shop.fang.com/shou/3_221208835.html,精装修
,第3层(共3层),,12㎡,1.00米,"龙华区,龙华",1.00米,龙华新区民治街道民塘路与简上路交汇处,1.00米,2019/7/12 16:05:57,5.00元/㎡·月,其他,否,中海锦城商铺,（钻石铺位）龙华中轴之作 地铁接驳购物中心13.8万起,13.8万,https://sz.shop.fang.com/shou/3_219862170.html,简装修
4.00米,186㎡,"客梯,货梯,扶梯",187㎡,5.00米,"宝安,中心区",宝中卓越前海时代广场,百货超市,海天路地铁5号线宝华站A2出口100米,2019/6/13 19:58:04,0.00元/㎡·月,毛坯,商业街商铺,否,（一铺养三代）餐饮铺. 接轨粤港澳大湾区！核心位置,12万,https://sz.shop.fang.com/shou/3_218951048.html,第1层(共1层)
5.00米,第4层(共8层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调",13㎡,4.00米,"罗湖,东门",深圳市罗湖区东门解放路,九龙城商铺,3.00米,2019/6/14 14:52:25,20.00元/㎡·月,商业街商铺,否,美容美发,原价70万！！现售价45万！！,45万,https://sz.shop.fang.com/shou/3_218979400.html,精装修
7.00米,第1层(共4层),,50㎡,8.00米,"南山,蛇口",南山蛇口兴华路海上世界广场,海上世界商铺,6.00米,2019/7/31 12:07:04,0.00元/㎡·月,住宅底商,是,百货超市,（招商太子湾，香港兰桂坊运营）强强联手价值劲.爆单价22万,22万,https://sz.shop.fang.com/shou/3_220422903.html,简装修
3.00米,第1层(共1层),"客梯,货梯,扶梯",47㎡,4.00米,"南山,蛇口",蛇口,蛇口太子湾,5.00米,2019/8/26 11:32:51,0.00元/㎡·月,商业街商铺,否,百货超市,（区总推荐太子驾到）深圳一线滨海商业太子湾震撼特价1200万,20万,https://sz.shop.fang.com/shou/3_221195642.html,简装修
3.00米,第1层(共2层),"货梯,扶梯",2.1㎡,4.00米,"宝安,福永",深圳市宝安区宝安福永街道白石厦(107国道东侧,碧桂园领寓,5.00米,2019/8/6 19:40:46,0.00元/㎡·月,商业街商铺,否,百货超市,深圳，国 际会展中 心旁 抵工程款的一手 单价才5万起,6万,https://sz.shop.fang.com/shou/3_220619790.html,简装修
6.30米,第1层(共2层),,4㎡,4.00米,"宝安区,沙井",沙井中心路,博林君瑞,4.00米,2019/6/13 18:43:24,16.00元/㎡·月,其他,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",沙井海岸城 博林君瑞可加建一层，让价值倍增,24万,https://sz.shop.fang.com/shou/3_218948529.html,毛坯
,精装修,,低区(共4层),5.00米,"光明区,公明",3.00米,"
                                    广东省深圳市宝安区田湾路78-5
                                ",5.00米,2019/9/4 1:52:40,14㎡,否,美容美发,"
                                    闺蜜美容美甲店",,6.8万,https://sz.shop.fang.com/shou/1_94544260.html,商业街商铺 
7.00米,第5层(共6层),"暖气,上水",43㎡,8.00米,"龙岗,布吉",布吉镇政府东北侧,布吉中心花园商铺,6.00米,2019/8/18 9:57:01,5.00元/㎡·月,住宅底商,是,百货超市,（百果园）在卖，月租26500元 ，620万 布吉小东门 离地铁口10米,12万,https://sz.shop.fang.com/shou/3_220968437.html,简装修
7.00米,第4层(共7层),"暖气,上水",47㎡,8.00米,"南山,蛇口",蛇口,蛇口太子湾,6.00米,2019/7/21 16:56:56,5.00元/㎡·月,住宅底商,是,百货超市,特价品鉴专线！太子湾震撼特价1100万！深圳一线滨海商业！,20万,https://sz.shop.fang.com/shou/3_220126932.html,简装修
,毛坯,,低区(共9层),2.50米,"罗湖,东门",2.50米,"
                                    广东省深圳市罗湖区东门中路2019
                                ",2.50米,2019/9/1 16:35:19,11㎡,否,美容美发,"
                                    九龙城商铺",,29万,https://sz.shop.fang.com/shou/1_94544258.html,购物中心/百货 
6.30米,第1层(共4层),"暖气,上水,排烟,排污",200㎡,8.00米,"龙岗,横岗",龙岗大道与保康路交汇处,荣德国际综合体,15.00米,2019/8/15 17:00:17,6.00元/㎡·月,住宅底商,是,百货超市,地铁口无缝连接35万平史诗级购物未来5快线交通枢纽,15万,https://sz.shop.fang.com/shou/3_220894115.html,简装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",99㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,9.00米,2019/6/19 22:27:30,22.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,22.3万,https://sz.shop.fang.com/shou/3_219178075.html,毛坯
3.00米,第1层(共1层),"客梯,货梯,扶梯",47㎡,4.00米,"南山,蛇口",蛇口,蛇口太子湾,5.00米,2019/8/26 11:32:44,0.00元/㎡·月,商业街商铺,否,百货超市,（区总推荐太子驾到）深圳一线滨海商业太子湾震撼特价1200万,20万,https://sz.shop.fang.com/shou/3_221195632.html,简装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",66㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,6.00米,2019/6/19 21:54:42,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,23.7万,https://sz.shop.fang.com/shou/3_219177479.html,毛坯
,第1层(共1层),"停车位,客梯,货梯,扶梯,上水,下水,排烟,排污,外摆区",5.05㎡,5.10米,"龙岗区,龙岗中心城",3.00米,龙岗茶都三路与龙城大道交叉口西北150米,2.00米,2019/9/2 14:41:41,0.00元/㎡·月,其他,否,万科时代广场,年终双薪买间铺，有铺有车先致富 坐薪百万不是梦,48万,https://sz.shop.fang.com/shou/3_221383888.html,毛坯
7.00米,第2层(共6层),,25㎡,8.00米,"罗湖,东门",罗湖区东门永新街,东门南塘商业广场B区,6.00米,2019/7/20 18:56:16,0.00元/㎡·月,住宅底商,是,百货超市,年租30万！358万急卖！东门一楼转角铺！税费仅几万！,3.58万,https://sz.shop.fang.com/shou/3_220102646.html,简装修
5.10米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",5.05㎡,2.00米,"龙岗,龙岗中心城",龙翔大道与龙城大道交汇处,万科时代广场,3.00米,2019/8/17 20:31:19,5.00元/㎡·月,住宅底商,否,"生活服务,餐饮美食,休闲娱乐",年终双薪买间铺，有铺有车先致富 坐薪百万不是梦,48万,https://sz.shop.fang.com/shou/3_220961131.html,毛坯
6.00米,第2层(共5层),,4㎡,6.00米,"惠州,惠阳区",淡水金惠大道与土湖街交汇处,清泉城市广场商铺,6.00米,2019/6/13 18:37:21,0.00元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",惠阳醉哒商业综合体，广东嘴大沃尔玛旗舰店，手个溜冰场保利影城,4.4万,https://sz.shop.fang.com/shou/3_218948292.html,毛坯
5.10米,第2层(共2层),暖气,60㎡,7.75米,"宝安,宝安中心区",宝安宝华路与海天路交汇处西南角（宝安区,前海卓越时代广场,7.75米,2019/8/23 13:28:47,5.00元/㎡·月,住宅底商,是,百货超市,真图实价 双地铁口五景区旁 21.8万/平 85平,21.8万,https://sz.shop.fang.com/shou/3_221121407.html,简装修
5.90米,第1层(共1层),,4㎡,6.00米,"宝安区,沙井",深圳市宝安区地铁11号线马安山站.,中熙香沙公馆（沙井）,5.00米,2019/6/13 18:33:55,3.90元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",中熙香沙公馆 一手金铺 28—80平 会展辐射圈,3.6万,https://sz.shop.fang.com/shou/3_218948198.html,毛坯
,第1层(共2层),,3㎡,5.00米,"龙华区,龙华",4.00米,龙华新区民治街道民塘路与简上路交汇处,9.00米,2019/9/2 15:24:48,0.00元/㎡·月,住宅底商,否,中海锦城商铺,中海锦城，品牌租客，大门面，广告展示位醒目，可分两,21万,https://sz.shop.fang.com/shou/3_221385407.html,毛坯
7.00米,第2层(共4层),,45㎡,8.00米,"南山,蛇口",蛇口自贸区招商局展示中心,太子湾,6.00米,2019/7/21 11:36:44,0.00元/㎡·月,住宅底商,是,百货超市,一个深圳，一个蛇口，一个邮轮，太子湾邮轮商业街1350万,35万,https://sz.shop.fang.com/shou/3_220117857.html,简装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",88㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,8.00米,2019/6/19 21:51:54,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,23万,https://sz.shop.fang.com/shou/3_219177403.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",99㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,9.00米,2019/6/19 21:48:22,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,22.8万,https://sz.shop.fang.com/shou/3_219177273.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",66㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,6.00米,2019/6/19 22:02:46,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,25.4万,https://sz.shop.fang.com/shou/3_219177656.html,毛坯
7.00米,第2层(共6层),,25㎡,8.00米,"罗湖,东门",罗湖区东门永新街,东门南塘商业广场B区,6.00米,2019/8/14 11:31:30,0.00元/㎡·月,住宅底商,是,百货超市,年租30万！358万急卖！东门一楼转角铺！税费仅几万！,3.58万,https://sz.shop.fang.com/shou/3_220850148.html,简装修
6.00米,第1层(共1层),,500㎡,9.00米,"盐田,沙头角",大梅沙内环路南，中心湖北（东部华侨城大峡谷入口处）,八十步海寓商铺,5.00米,2019/7/23 11:40:35,0.00元/㎡·月,住宅底商,是,百货超市,（日均客流30万人次！正街），奥特莱斯国际品牌折扣店 6厘,8万,https://sz.shop.fang.com/shou/3_220178950.html,简装修
4.80米,第1层(共2层),"停车位,上水,下水,可明火,排烟,排污,燃气",52㎡,9.00米,"福田,上步",福田区白沙岭百花三路,南天一花园商铺,6.00米,2019/8/23 13:06:35,2.68元/㎡·月,住宅底商,否,"百货超市,餐饮美食",深圳早豪宅 消费群体 汇聚 968万急售,18.6万,https://sz.shop.fang.com/shou/3_221120753.html,精装修
4.90米,第1层(共2层),,50㎡,9.00米,"南山,蛇口",南山蛇口兴华路海上世界广场,海上世界商铺,5.00米,2019/7/31 11:49:13,0.00元/㎡·月,住宅底商,是,百货超市,（招商太子湾，香港兰桂坊运营）强强联手价值劲.爆单价22万,22万,https://sz.shop.fang.com/shou/3_220421927.html,简装修
1.00米,第1层(共13层),客梯,2㎡,6.00米,"龙华区,龙华",龙华地铁站,红山府华侨城欢乐海岸,1.00米,2019/9/1 12:40:28,1.00元/㎡·月,住宅底商,否,生活服务,深圳北站红山6979红山府 寻遍深圳，！,11万,https://sz.shop.fang.com/shou/3_221356031.html,精装修
,第4层(共5层),,62㎡,5.10米,"宝安区,宝安",5.00米,福永107国道旁,12.00米,2019/8/29 17:12:13,0.00元/㎡·月,其他,否,碧桂园领域,5千住户社区底铺 临街可外摆 62平 单价5万 租金4厘,32万,https://sz.shop.fang.com/shou/3_221287812.html,简装修
5.00米,98㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",99㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场餐饮街铺,前海卓越时代广场餐饮街铺,9.00米,2019/6/19 20:02:43,8.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙名胜世界，一个欢乐港湾，特价餐饮街铺1188万,33万,https://sz.shop.fang.com/shou/3_219173506.html,毛坯
6.00米,第1层(共1层),"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",15㎡,3.75米,"宝安,福永",宝安福永107国道,碧桂园领寓,4.00米,2019/8/19 10:06:58,8.00元/㎡·月,住宅底商,是,看行业需求,“总价45万”买大前海空港新城临街金铺 商户入驻收租无忧,48万,https://sz.shop.fang.com/shou/3_220996398.html,毛坯
7.00米,第7层(共7层),"暖气,上水",47㎡,8.00米,"南山,蛇口",蛇口,蛇口太子湾,6.00米,2019/8/18 10:28:04,5.00元/㎡·月,住宅底商,是,百货超市,（区总推荐太子驾到）深圳一线滨海商业太子湾震撼特价1200万,20万,https://sz.shop.fang.com/shou/3_220970007.html,简装修
6.00米,第1层(共1层),"客梯,货梯,扶梯,上水,下水,排烟,排污",47㎡,6.00米,"南山,蛇口",蛇口,蛇口太子湾,5.00米,2019/8/26 11:32:46,5.00元/㎡·月,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",（区总推荐太子驾到）深圳一线滨海商业太子湾震撼特价1200万,20万,https://sz.shop.fang.com/shou/3_221195637.html,简装修
,第90层(共90层),,10㎡,1.00米,"宝安区,沙井",1.00米,沙井中心路,1.00米,2019/6/6 18:06:36,1.00元/㎡·月,其他,否,博林君瑞,找我那底价沙井海岸城，70年产权，带租约！,7万,https://sz.shop.fang.com/shou/3_218673553.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",99㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,9.00米,2019/6/19 21:34:35,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,24万,https://sz.shop.fang.com/shou/3_219176735.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",141㎡,6.00米,"南山,蛇口",蛇口太子湾邮轮大道,太子湾广场,24.00米,2019/8/3 17:28:25,40.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",铺王推荐：国际邮轮母港必经点 24米转角位 双地铁 国际商业街,38万,https://sz.shop.fang.com/shou/3_220526345.html,精装修
7.00米,第1层(共1层),客梯,1.2㎡,8.00米,"宝安,宝安中心区",宝安中心区,碧桂圆 领寓,6.00米,2019/9/1 13:01:01,5.00元/㎡·月,住宅底商,是,餐饮美食,碧桂园领-寓抵-工程款仅7套总价300多万低于市场价100万,13万,https://sz.shop.fang.com/shou/3_221356640.html,毛坯
,第1层(共1层),,55㎡,5.00米,"宝安,宝安中心区",5.00米,前海卓越时代广场乐在其中餐饮街铺,11.00米,2019/6/18 18:17:21,8.00元/㎡·月,商业街商铺,否,前海卓越时代广场乐在其中餐饮街铺,一个圣淘沙名胜世界，一个华侨城欢乐港湾，特价餐饮街铺1188万,22万,https://sz.shop.fang.com/shou/3_219132582.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",66㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,6.00米,2019/6/19 21:28:08,22.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,21万,https://sz.shop.fang.com/shou/3_219176479.html,毛坯
,第1层(共1层),,56㎡,4.00米,"龙华区,龙华",7.00米,龙华镇和平西路与中环路交汇处,8.00米,2019/8/28 18:04:56,0.00元/㎡·月,其他,否,富通天骏商铺,地铁口转角亮铺 双租客 高颜值 低总价 月租4.2,13万,https://sz.shop.fang.com/shou/3_221262163.html,毛坯
5.10米,第1层(共2层),,4㎡,10.00米,"深圳周边区,东莞",东莞黄江田美黄江大道与公常公路交汇处,深莞时代,5.00米,2019/6/13 18:34:02,3.00元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",东莞黄江3字开头一手，大型综合体，带真实租约,3万,https://sz.shop.fang.com/shou/3_218948207.html,毛坯
6.00米,第1层(共32层),客梯,1.1㎡,6.00米,"宝安,宝安中心区",深圳市宝安区创业二路与前进一路交汇处,中洲华府,6.00米,2019/9/1 12:44:42,4.50元/㎡·月,住宅底商,否,休闲娱乐,前海总裁私人行馆全球发售,11万,https://sz.shop.fang.com/shou/3_221356286.html,毛坯
,第90层(共90层),,10㎡,1.00米,"光明区,光明",1.00米,光明新区公明街道南环大道与松白路交汇处东南侧,1.00米,2019/8/21 16:55:32,1.00元/㎡·月,其他,否,益田假日府邸商铺,"光明中,心区.益日假日广场无缝接地铁口,商家进驻!",5.4万,https://sz.shop.fang.com/shou/3_221068798.html,毛坯
,第1层(共6层),,100㎡,5.10米,"宝安区,宝安",5.00米,宝华路与海天路交汇处西南角(宝安区政府..,18.00米,2019/8/8 10:47:49,5.00元/㎡·月,其他,否,前海卓越时代广场,（128米高深圳之光）摩天轮星耀湾区 欢乐海岸 大湾区原始股,12万,https://sz.shop.fang.com/shou/3_220665904.html,简装修
,第1层(共2层),,10㎡,5.10米,"光明区,光明",5.00米,光明新区公明街道南环大道与松白路交汇处东南侧,8.00米,2019/9/4 16:50:55,0.00元/㎡·月,其他,否,益田假日府邸商铺,地铁口餐饮街铺 清盘在即 享9折 单价仅5万/平起,10万,https://sz.shop.fang.com/shou/3_221441421.html,毛坯
7.00米,第2层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",140㎡,8.00米,"南山,西丽",南山区留仙洞战略型新兴产业总部基地石鼓路与打石一路交汇处,万科云城商铺,6.00米,2019/8/19 4:38:12,4.60元/㎡·月,商业街商铺,是,"美容美发,餐饮美食,服饰鞋包,生活服务,酒店宾馆,家居建材,百货超市,休闲娱乐",免佣：西丽高铁站（建设中） 发展商一手街铺 带品牌租客,22万,https://sz.shop.fang.com/shou/3_220992893.html,精装修
3.00米,第1层(共1层),"货梯,扶梯",2.1㎡,4.00米,"光明区,公明",公明南环大道和振兴路交汇处,奥园和平广场,5.00米,2019/8/21 21:19:00,0.00元/㎡·月,商业街商铺,否,百货超市,6号线公明南庄站，前后双门面，带稳定租金月供！,7.6万,https://sz.shop.fang.com/shou/3_221075691.html,简装修
5.50米,第2层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,燃气",157㎡,10.00米,"宝安,宝安中心区",宝安宝华路与海天路交汇,前海卓越时代广场,15.70米,2019/8/23 11:34:22,0.00元/㎡·月,商业街商铺,否,百货超市,带银行5年租约 一手商品 不受三价合一影响 随时看房 稳定,15万,https://sz.shop.fang.com/shou/3_221117518.html,精装修
3.00米,6㎡,"客梯,货梯,扶梯",7㎡,4.00米,"宝安,中心区",前海卓越时代广场,前海卓越时代广场,5.00米,2019/6/10 20:55:35,0.00元/㎡·月,商业街商铺,否,百货超市,贸易战下如何配置好自己的资产总价1000万起 均价20,18万,https://sz.shop.fang.com/shou/3_218830298.html,毛坯
3.00米,第1层(共1层),"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排污,燃气",3㎡,4.00米,"宝安区,新安",南环大道9号,奥园峯荟,5.00米,2019/9/2 19:22:41,0.00元/㎡·月,其他,否,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",总价380万月租12000品牌商家签三年合约先机,14.8万,https://sz.shop.fang.com/shou/3_221392266.html,毛坯
,第1层(共1层),,4㎡,3.00米,"光明新区,公明",5.00米,松白路,4.00米,2019/7/1 17:52:55,0.00元/㎡·月,其他,否,中粮云景国际,深圳呢新区中心 50万首付 开发商直卖 双地铁口,3万,https://sz.shop.fang.com/shou/3_219547507.html,毛坯
6.00米,1㎡,"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",2㎡,8.00米,"宝安,西乡",幸福珺湾,幸福珺湾,10.00米,2019/6/19 19:47:48,5.00元/㎡·月,住宅底商,是,70年产权街铺,宝安11号线碧海湾站 70年产权红本临街 好铺不常有收租做铺主,13万,https://sz.shop.fang.com/shou/3_219172961.html,毛坯
,第1层(共2层),,57㎡,5.10米,"宝安区,福永",5.00米,深圳宝安福永宝安区福永街道107国道与兴益路交汇处,10.00米,2019/8/24 10:16:17,8.00元/㎡·月,商业街商铺,否,碧桂园领寓商铺,深圳国际会展中心旁 抵工程款的一手 单价才5万起,3万,https://sz.shop.fang.com/shou/3_221141500.html,简装修
,第90层(共90层),,100㎡,3.00米,"光明新区,公明",5.00米,松白路,4.00米,2019/7/1 17:53:37,1.00元/㎡·月,其他,否,中粮云景国际,中粮云景 50万首付 开发商一手直卖 双地铁口,3万,https://sz.shop.fang.com/shou/3_219547529.html,简装修
,第1层(共1层),,55㎡,5.50米,"光明区,公明",6.70米,光明区 公明 长春南路3号,10.00米,2019/9/3 18:01:36,0.00元/㎡·月,商业街商铺,否,中粮云景国际南区商铺,光明中粮云景国际央企打造步行街金铺！地铁无缝连接,3.3万,https://sz.shop.fang.com/shou/3_221416580.html,简装修
