cenggao,floor,function_list,jianzhumianji,jinshen,location,loupandizhi,loupanmingcheng,miankuan,release_date,service_price,shangpu_type,shifoufenge,shihejingying,titile,total_price,url,zhuangxiu,shiyongmianji,location_coords,city
6.35米,第1层(共2层),"停车位,客梯,货梯,扶梯,上水,下水,排烟,排污,外摆区",94.36㎡,10.00米,"龙华区,龙华,中海锦城",龙华新区民治街道民塘路与简上路交汇处,中海锦城,25.00米,2019/9/1 19:21:47,0.00元/㎡·月,其他,否,,购物广场龙头铺 唯有快人一步，才能占无限商机,2187.26万,https://sz.shop.fang.com/shou/3_221365691.html,毛坯,,"114.014230,22.637275",深圳
7.20米,第1层(共2层),,78㎡,12.00米,"龙华区,龙华,鸿荣源壹城中心",龙华东环一路壹城中心第五区,鸿荣源壹城中心,5.00米,2019/8/28 15:20:53,1.00元/㎡·月,其他,否,,60万商业体量 龙华壹方城临街铺位出售 3.5个万象城规模,1155.96万,https://sz.shop.fang.com/shou/3_221257216.html,毛坯,,"114.026427,22.648690",深圳
11.00米,第1层(共4层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",531.65㎡,12.00米,"龙华区,龙华,中海锦城",龙华新区民治街道民塘路与简上路交汇处,中海锦城,30.00米,2019/9/1 23:41:02,4.00元/㎡·月,住宅底商,是,银行、教育、展厅,上塘荟原价1.3亿现售6900万，11米层/高带肯德基租约转角餐饮铺,6911.45万,https://sz.shop.fang.com/shou/3_221370402.html,精装修,,"114.014230,22.637275",深圳
5.10米,第1层(共1层),"网络,上水,下水,可明火,排烟,排污",127㎡,14.00米,"龙华区,龙华,星河传奇",星河传奇,星河传奇,8.00米,2019/8/31 9:54:17,8.00元/㎡·月,住宅底商,是,"服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",星河品牌开发商 一手商/铺 租售均可 免佣代理,1270万,https://sz.shop.fang.com/shou/3_221326718.html,毛坯,,"114.019238,22.632574",深圳
5.10米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",66㎡,11.00米,"南山,蛇口,太子湾",太子湾,太子湾,6.00米,2019/6/23 11:25:20,33.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",来深圳住蛇口太子湾邮轮母港临街特价2245万,2245万,https://sz.shop.fang.com/shou/3_219295453.html,毛坯,,"113.921926,22.486676",深圳
5.50米,第1层(共3层),客梯,1200㎡,10.00米,"罗湖,翠竹,文锦花园",罗湖区春风路1046号,文锦花园,100.00米,2019/8/12 22:21:27,0.00元/㎡·月,住宅底商,否,百货超市,惊罗湖4万多单价，潮州酒楼，33个停车位，2层使用,5208万,https://sz.shop.fang.com/shou/3_220810380.html,简装修,,"114.132626,22.543460",深圳
6.10米,第1层(共2层),"停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",4121㎡,8.00米,"罗湖,黄贝岭,文华花园",罗湖区北斗路30号,文华花园,7.00米,2019/7/28 10:42:09,10.00元/㎡·月,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,餐饮美食,休闲娱乐",罗湖口岸 地铁 口 规划城市更新 可做总部 幅空间看得见,35000万,https://sz.shop.fang.com/shou/3_220333485.html,毛坯,,"114.137302,22.544668",深圳
10.20米,第1层(共3层),,217㎡,1.00米,"宝安区,沙井,博林君瑞",沙井中心路,博林君瑞,1.00米,2019/9/4 10:58:33,0.00元/㎡·月,其他,否,,海岸城东面三代商业体 独栋旗舰大铺店招覆盖街区内外,2170万,https://sz.shop.fang.com/shou/3_221430512.html,毛坯,,"113.828215,22.714742",深圳
7.00米,第2层(共2层),"网络,停车位,客梯,燃气",106㎡,8.00米,"南山,前海,前海卓越时代广场",宝华路与海天路交汇处西南角,前海卓越时代广场,6.00米,2019/9/4 10:30:00,30.00元/㎡·月,商业街商铺,否,可做重餐饮无限制,同一运营5年 临地-铁-口 无缝对接欢乐海岸 周边豪宅写字楼,1986万,https://sz.shop.fang.com/shou/3_221429144.html,毛坯,,"113.901792,22.569506",深圳
5.00米,第1层(共25层),"暖气,停车位,客梯,货梯,扶梯",3988㎡,15.00米,"南山,南山中心区,中润大厦",南山区学府路1号,中润大厦,40.00米,2019/8/1 11:19:20,0.00元/㎡·月,商业街商铺,是,百货超市,(惊喜价 1楼正街铺 单价4万多 低于市场价)租金100万每,17599万,https://sz.shop.fang.com/shou/3_220452525.html,简装修,,"113.928499,22.526069",深圳
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,扶梯,上水,下水,可明火,排烟,排污,燃气",66.51㎡,8.00米,"南山,蛇口,太子湾",邮轮大道与港湾大道,太子湾,6.00米,2019/8/14 16:25:24,40.00元/㎡·月,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",蛇口太子湾不夜城一手餐饮铺 香港兰桂坊品牌运营4厘汇报,3200万,https://sz.shop.fang.com/shou/3_220861190.html,毛坯,,"113.921926,22.486676",深圳
5.10米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",74.05㎡,9.00米,"龙华区,龙华,中海锦城",中海锦城商铺,中海锦城,8.00米,2019/8/27 16:14:16,25.00元/㎡·月,住宅底商,是,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",开发商直售龙华中心 地铁口商业综合体餐饮店 带稳定租客租约,1350万,https://sz.shop.fang.com/shou/3_221230890.html,简装修,70㎡,"114.014230,22.637275",深圳
7.00米,第4层(共6层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",100㎡,8.00米,"宝安,宝安中心区,前海卓越时代广场",宝安宝华路与海天路交汇处西南角,前海卓越时代广场,6.00米,2019/8/14 12:01:36,10.00元/㎡·月,住宅底商,否,"生活服务,餐饮美食,休闲娱乐",（128米高深圳之光）摩天轮星耀湾区 欢乐海岸 为您铺找到参照坐,1200万,https://sz.shop.fang.com/shou/3_220851564.html,毛坯,,"113.901792,22.569506",深圳
7.00米,第1层(共2层),,66㎡,8.00米,"宝安,宝安中心区,宝中卓越前海时代广场",海天路地铁5号线宝华站A2出口100米,宝中卓越前海时代广场,6.00米,2019/4/12 22:43:12,5.00元/㎡·月,住宅底商,是,,前海时代广场，团购折扣，比内部现场还要优惠！,1188万,https://sz.shop.fang.com/shou/3_216047575.html,简装修,,"113.804673,22.678862",深圳
5.80米,第1层(共2层),"停车位,上水,下水,可明火,排烟,排污",955㎡,20.00米,"罗湖,东门,太阳岛大厦",罗湖东门南路与嘉宾路交汇处,太阳岛大厦,50.00米,2019/8/22 18:44:06,5.00元/㎡·月,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",,单价4万多 5厘多 国贸十字路口转角位 了解下,4100万,https://sz.shop.fang.com/shou/3_214777209.html,暂无资料,,"114.124024,22.540406",深圳
5.10米,第1层(共1层),"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",57㎡,10.00米,"南山,蛇口,太子湾商务广场",太子湾商务广场,太子湾商务广场,10.00米,2019/8/9 14:57:04,40.00元/㎡·月,商业街商铺,否,,太子湾主干道旁转角铺 写字楼出入口 香港兰桂坊招商运营,1425万,https://sz.shop.fang.com/shou/3_220708716.html,毛坯,,"113.910894,22.475820",深圳
6.00米,第1层(共1层),,79㎡,9.00米,"福田,景田,天健时尚新天地",景田路与莲花北路交汇处,天健时尚新天地,12.00米,2019/6/22 23:00:55,0.00元/㎡·月,住宅底商,是,百货超市,福田景田 口20米门面临街转角铺,1600万,https://sz.shop.fang.com/shou/3_219286816.html,毛坯,,"114.041690,22.554885",深圳
7.00米,第1层(共1层),"停车位,上水,下水,可明火,排烟,排污",930㎡,30.00米,"龙岗,龙岗中心城,华策中心城",深圳龙岗吉祥南路转龙腾三路南侧,华策中心城,30.00米,2019/8/27 11:45:12,3.00元/㎡·月,住宅底商,否,"生活服务,餐饮美食,家居建材,休闲娱乐,百货超市,美容美发,服饰鞋包",龙岗华策中心城 单价2万多餐饮铺 无行业,2080万,https://sz.shop.fang.com/shou/3_221222792.html,毛坯,,"114.243997,22.701191",深圳
7.00米,第14层(共33层),客梯,112.55㎡,8.00米,"福田,梅林,碧荔花园",福田区梅林片区梅林路与梅中路交汇处,碧荔花园,6.00米,2019/8/18 10:24:08,0.00元/㎡·月,商业街商铺,否,百货超市,福田罕有真实回￥报4厘街铺 带品牌租约 业主另有发展诚售此铺,1250万,https://sz.shop.fang.com/shou/3_220969771.html,毛坯,,"114.046148,22.566566",深圳
6.00米,第1层(共2层),,68㎡,10.00米,"南山,南山中心区,海岸城东座",海德三道与文心五路交汇处,海岸城东座,6.00米,2019/8/28 16:58:11,0.00元/㎡·月,其他,否,,南山海岸城 二楼广场铺2300万 月租10万,2300万,https://sz.shop.fang.com/shou/3_221260190.html,毛坯,,"113.937545,22.517985",深圳
6.00米,第1层(共1层),"停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",289.68㎡,10.00米,"龙华区,龙华,新阳丽舍",龙华东环二路与工业东路交汇处,新阳丽舍,22.00米,2019/9/1 21:48:03,1.30元/㎡·月,住宅底商,否,"餐饮美食,生活服务,美容美发,家居建材,服饰鞋包,百货超市,酒店宾馆,休闲娱乐",龙华中心区低单价出售，女业主诚意出售！,1594万,https://sz.shop.fang.com/shou/3_221369200.html,毛坯,,"114.051319,22.637739",深圳
7.00米,第13层(共26层),"停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",78㎡,8.00米,"南山,西丽,万科云街",创科路与打石二路交汇处,万科云街,6.00米,2019/8/18 11:49:47,0.00元/㎡·月,商业街商铺,是,,5地-铁+一个高铁，品牌租客，稳定租约！深圳硅谷！,1248万,https://sz.shop.fang.com/shou/3_220973960.html,简装修,,"113.943967,22.574015",深圳
5.00米,第1层(共1层),"客梯,货梯,扶梯",20㎡,5.00米,"南山,西丽,万科云街",创科路与打石二路交汇处,万科云街,5.00米,2019/7/20 9:24:22,0.00元/㎡·月,商业街商铺,否,百货超市,自带60万消费人群 留仙洞总部一手云街,1166.67万,https://sz.shop.fang.com/shou/3_213008104.html,毛坯,,"113.943967,22.574015",深圳
5.00米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",76㎡,12.00米,"南山,西丽,云街",云街,云街,6.00米,2019/9/4 0:20:17,12.00元/㎡·月,住宅底商,是,"餐饮美食,生活服务,美容美发,家居建材,服饰鞋包,百货超市,酒店宾馆,休闲娱乐",南山新潮流街区5地铁线汇聚+新高铁+新总部基地万科临街铺,1658万,https://sz.shop.fang.com/shou/3_221424077.html,精装修,69㎡,"114.022027,22.649854",深圳
7.00米,第1层(共1层),"网络,暖气,停车位,燃气",282.4㎡,8.00米,"南山,南山中心区,光彩新世纪家园",南山大道与桂庙路交汇处,光彩新世纪家园,6.00米,2019/8/28 17:17:28,2.50元/㎡·月,住宅底商,否,"服饰鞋包,美容美发,酒店宾馆,餐饮美食,百货超市,生活服务,家居建材",南山站 桂庙站 餐饮街铺形象好 低于同排成交价7万/平方,2550万,https://sz.shop.fang.com/shou/3_221260712.html,精装修,,"113.923610,22.523420",深圳
7.00米,第1层(共1层),"网络,上水,下水,可明火,排烟,排污,燃气",120㎡,8.00米,"龙华区,龙华,合正中央原著",人民路与布龙路交汇处西500米,合正中央原著,6.00米,2019/8/17 10:37:12,3.20元/㎡·月,住宅底商,是,,龙华红山地铁口 合正原著豪宅商业街铺 本人只发真实有效盘源,1320万,https://sz.shop.fang.com/shou/3_220943115.html,毛坯,,"114.022166,22.630356",深圳
7.00米,第1层(共1层),"停车位,货梯,扶梯,燃气",85.07㎡,8.00米,"福田,福田中心区,购物公园",福田中心区民田路,购物公园,6.00米,2019/8/19 11:49:26,8.60元/㎡·月,商业街商铺,否,,福田区，40米门面正街铺.,3200万,https://sz.shop.fang.com/shou/3_221001549.html,精装修,,"114.053855,22.535702",深圳
1.00米,第90层(共90层),,57㎡,1.00米,"宝安区,宝安,前海卓越时代广场",宝华路与海天路交汇处西南角(宝安区政府..,前海卓越时代广场,1.00米,2019/7/25 13:02:14,0.00元/㎡·月,其他,否,,前海宝中一手临街餐饮铺，欢乐海岸正门 口,1128.6万,https://sz.shop.fang.com/shou/3_220243504.html,毛坯,,"113.901792,22.569506",深圳
5.00米,第1层(共1层),"客梯,货梯,扶梯",108㎡,17.00米,"龙华区,民治,潜龙华城",民治大道141号,潜龙华城,6.00米,2019/8/24 12:59:51,0.00元/㎡·月,商业街商铺,否,百货超市,现金流！民治大道，宽6米，租金5万，仅售1180万,1099.99万,https://sz.shop.fang.com/shou/3_221148211.html,简装修,,"114.043128,22.610366",深圳
1.00米,第1层(共1层),"停车位,中央空调,上水,下水,可明火,排烟,排污,外摆区",65㎡,1.00米,"宝安区,宝安中心区,易尚中心",海秀路,易尚中心,6.00米,2019/9/1 19:36:28,0.00元/㎡·月,商业街商铺,否,,转角银边 银行租约 稳，哪能不富！,1020.5万,https://sz.shop.fang.com/shou/3_221366012.html,毛坯,,"113.879963,22.547567",深圳
5.10米,第1层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2269㎡,100.00米,"龙华区,龙华,红山6979",深圳北站商务中心区,红山6979,60.00米,2019/6/21 10:44:05,20.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,生活服务,美容美发,餐饮美食,休闲娱乐",深圳北站红山6979新品出售813--2269平 7个独栋物业 每栋共3层,29497万,https://sz.shop.fang.com/shou/3_219227618.html,毛坯,,"114.022864,22.623522",深圳
5.50米,第1层(共8层),"暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水",1234㎡,10.00米,"福田,上步,玉福楼",福田区东园路,玉福楼,100.00米,2019/8/1 11:18:39,0.00元/㎡·月,住宅底商,是,百货超市,惊喜价格 漂亮 具性价比 科学馆站旁 业主直降800万 带2,3258万,https://sz.shop.fang.com/shou/3_220452476.html,精装修,,"114.097347,22.537704",深圳
5.10米,第1层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",140㎡,10.00米,"南山,西丽,万科云城",南山区留仙洞战略型新兴产业总部基地石鼓路与打石一路交汇处,万科云城,8.00米,2019/8/28 10:22:35,6.00元/㎡·月,商业街商铺,是,"美容美发,餐饮美食,服饰鞋包,生活服务,酒店宾馆,家居建材,百货超市,休闲娱乐",西丽高铁站（建设中） 留仙洞总部基地 万科一手街铺 带品牌租客,1800万,https://sz.shop.fang.com/shou/3_221246908.html,精装修,,"113.940790,22.573664",深圳
5.09米,第1层(共1层),,142㎡,10.00米,"南山,前海,星海名城二期",南山区前海路西侧南头中学对面,星海名城二期,10.00米,2019/9/3 12:09:06,0.00元/㎡·月,商业街商铺,是,,南山前海路星海名城！品牌连锁租客！1450万笋盘！,1480万,https://sz.shop.fang.com/shou/3_221406478.html,简装修,,"113.914111,22.537663",深圳
5.00米,第1层(共5层),暖气,2197㎡,46.87米,"罗湖,蔡屋围,金丰城大厦",罗湖深南东路5015号,金丰城大厦,46.87米,2019/8/22 11:23:28,5.00元/㎡·月,住宅底商,是,百货超市,万象城商圈在售整层物业。每月实收租金39万5.,9842.56万,https://sz.shop.fang.com/shou/3_214318429.html,简装修,,"114.109953,22.541063",深圳
7.00米,第1层(共2层),,300㎡,8.00米,"龙岗,龙岗中心城,万科天誉",区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,万科天誉,6.00米,2019/8/31 10:46:53,3.88元/㎡·月,住宅底商,否,"服饰鞋包,百货超市,美容美发,酒店宾馆,休闲娱乐,生活服务,餐饮美食",地表超强 万科商圈 成熟地段 带租约 了解详情请拨打我电话,3000万,https://sz.shop.fang.com/shou/3_221329535.html,毛坯,,"114.229257,22.702860",深圳
7.00米,第1层(共16层),"网络,燃气",2595.07㎡,8.00米,"南山,西丽,朗苑",西丽珠光路与龙珠二路交界处,朗苑,6.00米,2019/8/24 12:09:22,2.80元/㎡·月,住宅底商,否,,"价钱低于楼上住宅的一楼街铺,可餐饮,可自用",12000万,https://sz.shop.fang.com/shou/3_221146966.html,毛坯,,"113.960901,22.569655",深圳
6.30米,第1层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",98.63㎡,11.00米,"南山,南头,福临苑",南山大道与学府路交汇处,福临苑,9.00米,2019/8/27 1:04:18,3.50元/㎡·月,商业街商铺,否,"生活服务,美容美发,餐饮美食",南山学/府路十字路口 特大广告位 品牌旺/铺急售,1680万,https://sz.shop.fang.com/shou/3_210719850.html,精装修,,"113.923511,22.527142",深圳
5.10米,,"网络,停车位,上水,下水,燃气",232㎡,15.00米,"盐田,梅沙,万科东海岸一期",万科东海岸一期商铺,万科东海岸一期,32.00米,2019/7/22 22:54:50,1.95元/㎡·月,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",做的房东 年收租70万 30米门面 30平展示广告位,1380万,https://sz.shop.fang.com/shou/3_220167242.html,毛坯,220㎡,"114.299780,22.602412",深圳
5.50米,第1层(共1层),客梯,90㎡,10.00米,"南山,蛇口,招东小区",南山区蛇口招商东路50号,招东小区,9.00米,2019/9/3 13:14:10,0.00元/㎡·月,商业街商铺,否,百货超市,已纳入旧改范围 周边人流量大，带品牌租约回/报率5厘,1250万,https://sz.shop.fang.com/shou/3_221408075.html,毛坯,,"113.929751,22.492351",深圳
5.80米,,"停车位,中央空调,上水,下水,可明火,排烟,排污",955㎡,20.00米,"罗湖,东门,太阳岛大厦",太阳岛大厦商铺,太阳岛大厦,50.00米,2019/8/27 12:18:07,5.00元/㎡·月,住宅底商,是,"美容美发,服饰鞋包,休闲娱乐,百货超市,餐饮美食,家居建材,生活服务",单价4万多买国贸50米门面转角位 银行总部租约餐饮铺,4200万,https://sz.shop.fang.com/shou/3_221224120.html,精装修,950㎡,"114.124024,22.540406",深圳
5.50米,第1层(共28层),客梯,370㎡,10.00米,"南山,南山中心区,桂园路",南山南山中心区桂园路,桂园路,37.00米,2019/9/3 10:44:42,0.00元/㎡·月,住宅底商,否,百货超市,罗湖京基100商圈4.7厘稀缼出售,3500.2万,https://sz.shop.fang.com/shou/3_221402469.html,简装修,,"114.112899,22.547414",深圳
5.50米,第1层(共1层),客梯,61.5㎡,10.00米,"宝安,宝安中心区,前海卓越时代广场",宝安区-宝安中心区-前海卓越时代广场商铺,前海卓越时代广场,6.20米,2019/8/26 11:46:59,0.00元/㎡·月,住宅底商,否,百货超市,前海新欢乐海岸广场临街全能，开发商一手震撼特价1643万,1826.55万,https://sz.shop.fang.com/shou/3_221196324.html,简装修,,"113.901792,22.569506",深圳
7.00米,第1层(共1层),"网络,停车位,上水,下水,可明火,排烟,排污,燃气",96.5㎡,8.00米,"南山,南头,福临苑",南山大道与学府路交汇处,福临苑,6.00米,2019/8/18 10:06:47,2.30元/㎡·月,临街门面,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",餐饮街铺4厘租约 可隔两层品牌餐饮聚集 总价1500万,1500万,https://sz.shop.fang.com/shou/3_220968821.html,精装修,,"113.923511,22.527142",深圳
6.00米,第1层(共1层),,143㎡,7.00米,"龙华区,龙华,金侨花园",宝安区龙华镇东环一路与和平路交汇处,金侨花园,18.00米,2019/8/28 17:35:24,0.00元/㎡·月,其他,否,,7万壹城旁旧改转角全能铺五个门面加外摆隔好双层,1001万,https://sz.shop.fang.com/shou/3_221261181.html,毛坯,,"114.028267,22.653457",深圳
5.50米,第1层(共26层),客梯,525㎡,10.00米,"罗湖,蔡屋围,果园西住宅",罗湖区桂园路,果园西住宅,52.50米,2019/9/3 10:41:56,0.00元/㎡·月,商业街商铺,否,百货超市,万象城商圈在售整层物业 每月实收租金39万5回拢,4462.45万,https://sz.shop.fang.com/shou/3_221402279.html,简装修,,"114.112422,22.548648",深圳
3.00米,第1层(共1层),"网络,暖气,停车位,货梯,扶梯,燃气",186㎡,1.00米,"罗湖,东门,深华商业大厦",嘉宾路与南湖路交汇处嘉宾路2018号,深华商业大厦,1.00米,2019/8/27 18:05:09,5.00元/㎡·月,住宅底商,是,百货超市,罗湖国贸金光华深华商业大厦，租9.8万，1980万实收,1980万,https://sz.shop.fang.com/shou/3_221234674.html,精装修,,"114.121309,22.540810",深圳
7.00米,第1层(共2层),"网络,暖气,停车位,扶梯",91㎡,8.00米,"南山,蛇口,招东小区",南山区蛇口招商东路50号,招东小区,6.00米,2019/8/15 11:22:02,0.00元/㎡·月,住宅底商,否,百货超市,蛇口自贸区正街转角全能铺 月租4.2万,1255.8万,https://sz.shop.fang.com/shou/3_220881728.html,简装修,,"113.929751,22.492351",深圳
5.10米,第1层(共2层),,60㎡,12.00米,"龙华区,龙华,鸿荣源壹城中心",龙华东环一路壹城中心第五区,鸿荣源壹城中心,5.00米,2019/7/22 1:48:22,1.00元/㎡·月,商业街商铺,否,,龙华旗舰综合体 4号线龙华站 小面积街铺出售,1000万,https://sz.shop.fang.com/shou/3_220136335.html,毛坯,,"114.026427,22.648690",深圳
7.00米,第1层(共3层),"网络,停车位,中央空调,上水,下水,排污,外摆区",303.4㎡,8.00米,"龙华区,龙华,AT Mall上塘荟",腾龙路和简上路交汇,AT Mall上塘荟,6.00米,2019/9/3 21:38:43,0.00元/㎡·月,购物中心/百货,否,"生活服务,餐饮美食,休闲娱乐",红山地块旁中海锦城上塘荟 品牌奈雪租约10年高租金 龙头转角位,8800万,https://sz.shop.fang.com/shou/3_221421891.html,精装修,,"113.846675,22.597442",深圳
6.00米,第1层(共2层),"停车位,客梯,货梯,扶梯",271㎡,16.00米,"龙岗,龙岗中心城,愉园新苑",龙岗中心城清林东路与吉祥路交汇处前200米,愉园新苑,8.00米,2019/9/2 0:46:59,2.00元/㎡·月,商业街商铺,是,百货超市,龙岗商业中心 面点王租客 真正十字路口正街铺 带8万租金,1964万,https://sz.shop.fang.com/shou/3_221370639.html,简装修,,"114.237579,22.720039",深圳
6.00米,第1层(共3层),"暖气,上水",91.82㎡,10.00米,"龙岗,横岗,荣德时代广场",龙岗大道与保康路交汇处北侧,荣德时代广场,8.00米,2019/6/9 19:23:41,6.00元/㎡·月,住宅底商,否,百货超市,横岗地铁口商业街综合体临街铺出售,1100万,https://sz.shop.fang.com/shou/3_218790026.html,简装修,,"114.066304,22.519548",深圳
6.00米,第1层(共37层),"网络,停车位,上水,可明火,排烟,排污,燃气,外摆区",68㎡,10.00米,"南山,西丽,万科云街",创科路与打石二路交汇处,万科云街,6.50米,2019/9/4 10:47:49,12.00元/㎡·月,商业街商铺,是,餐饮美食,深圳硅谷新科技总部基地政府坐立之地铺位出售3地铁无缝连接,1496万,https://sz.shop.fang.com/shou/3_221429986.html,精装修,,"113.943967,22.574015",深圳
5.50米,第1层(共1层),,415㎡,20.00米,"宝安,新安,旭仕达名苑",宝安34区新安四路前进天虹旁,旭仕达名苑,30.00米,2019/8/31 15:00:16,2.00元/㎡·月,住宅底商,是,百货超市,宝安前海商圈银行铺王30米大门面414平1380万,1380万,https://sz.shop.fang.com/shou/3_221337153.html,简装修,,"113.892297,22.578678",深圳
7.00米,第2层(共2层),"停车位,客梯,货梯,扶梯",39.72㎡,8.00米,"南山,南山中心区,海岸大厦","海德,南山区海德二道与文心五路交汇",海岸大厦,6.00米,2019/9/2 19:45:46,0.00元/㎡·月,商业街商铺,否,百货超市,南山海岸城二楼休闲饮食街转角铺位，8米门面,1100万,https://sz.shop.fang.com/shou/3_221392933.html,精装修,,"113.927212,22.516988",深圳
5.10米,,"网络,停车位,客梯,上水,下水,可明火,排烟,排污,外摆区",907㎡,20.00米,"龙华区,龙华,壹成中心",壹成中心商铺,壹成中心,50.00米,2019/9/1 21:48:37,15.00元/㎡·月,住宅底商,是,餐饮美食,壹城中心一大转角出售，适合做酒楼,4500万,https://sz.shop.fang.com/shou/3_221369218.html,毛坯,890㎡,"114.036030,22.645228",深圳
5.00米,第1层(共1层),,1493㎡,20.00米,"福田,皇岗,南光名仕苑",福田区福强路与金田路交汇处,南光名仕苑,15.00米,2019/8/21 16:42:28,2.80元/㎡·月,住宅底商,是,,低于市场价1500万 单价3万多 租205000 卖4899万,4899万,https://sz.shop.fang.com/shou/3_221068326.html,精装修,,"114.064988,22.516241",深圳
6.00米,第1层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",96.52㎡,10.00米,"南山,南山中心区,天利名城",海德三道天利中央商务广场,天利名城,8.00米,2019/9/1 10:04:06,35.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",低于市场价10万/平 海岸城核心位 品牌餐饮 全能餐饮,1200万,https://sz.shop.fang.com/shou/3_221351029.html,精装修,,"113.935597,22.518096",深圳
3.00米,第1层(共2层),,1029㎡,32.08米,"罗湖,蔡屋围,水运大厦",深圳市罗湖区嘉宾路4005号,水运大厦,32.08米,2019/8/22 11:23:11,5.00元/㎡·月,住宅底商,是,,万象城商圈嘉宾路30米拐角带4个品牌租约6厘,4799.98万,https://sz.shop.fang.com/shou/3_214318615.html,简装修,,"114.114419,22.538734",深圳
7.00米,第1层(共2层),"网络,客梯,上水,下水,排污,燃气",1042㎡,8.00米,"南山,后海,海印长城一期",文心广场,海印长城一期,6.00米,2019/7/22 11:15:42,10.00元/㎡·月,住宅底商,否,"餐饮美食,休闲娱乐,生活服务,美容美发,家居建材,服饰鞋包,百货超市",大转角连铺打包出售，9米高，租客比亚迪、百里臣、驻里网咖,12000万,https://sz.shop.fang.com/shou/3_220144636.html,简装修,,"113.931536,22.517634",深圳
5.00米,第1层(共1层),"网络,停车位,上水,下水,可明火,排烟,排污,燃气",98㎡,10.00米,"南山,西丽,万科云街",创科路与打石二路交汇处,万科云街,10.00米,2019/8/29 10:16:56,12.00元/㎡·月,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",南山留仙洞总部基地万科品质街铺 本人只发真实有效盘源,1800万,https://sz.shop.fang.com/shou/3_221273323.html,精装修,,"113.943967,22.574015",深圳
7.00米,第16层(共29层),"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",343.45㎡,8.00米,"龙岗,布吉,艺术大厦",艺术大厦,艺术大厦,6.00米,2019/8/31 10:49:49,5.00元/㎡·月,住宅底商,是,餐饮美食,单价6万起东站地铁口京基百万旧改综合体连廊铺出售,1980万,https://sz.shop.fang.com/shou/3_221329672.html,精装修,,"114.135166,22.606902",深圳
5.50米,第1层(共1层),"网络,客梯,扶梯",3780㎡,10.00米,"罗湖,人民南,云峰花园",罗湖区友谊路29号,云峰花园,100.00米,2019/8/16 23:32:10,0.00元/㎡·月,商业街商铺,否,百货超市,（惊现 低于市场价2800万）公司物业 1楼加2楼，价格10,10800万,https://sz.shop.fang.com/shou/3_220936496.html,精装修,,"114.122969,22.538323",深圳
6.00米,第1层(共2层),,175㎡,12.00米,"福田,皇岗,海悦华城",皇岗口岸渔农村,海悦华城,15.00米,2019/9/2 19:59:56,0.00元/㎡·月,商业街商铺,是,百货超市,福田口岸餐饮铺 年租金132万 双门面 香港客户喜欢,2980万,https://sz.shop.fang.com/shou/3_221393273.html,精装修,,"114.070155,22.516772",深圳
