cenggao,floor,function_list,jianzhumianji,jinshen,location,loupandizhi,loupanmingcheng,miankuan,release_date,service_price,shangpu_type,shifoufenge,shihejingying,titile,total_price,url,zhuangxiu
,毛坯,,低区(共2层),5.80米,"东莞,樟木头",43.00米,"
                                    东莞樟木头
                                ",55.00米,2019/7/6 15:30:27,55㎡,是,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市,"
                                    樟木头电子城商铺",,85万,https://sz.shop.fang.com/shou/1_94544138.html,商业街商铺 
,第90层(共90层),,10㎡,5.20米,"宝安区,西乡",1.00米,深圳宝安西乡宝安区西乡共和工业路,1.00米,2019/6/6 17:59:57,5.00元/㎡·月,其他,否,碧桂园凤凰国际智谷,首付30万买养老铺 稳定收租 货量不多先到先得！！,5.5万,https://sz.shop.fang.com/shou/3_218673289.html,毛坯
,第1层(共26层),,20㎡,,"龙岗,龙岗中心城",3.00米,6.00米,6.00米,2019/9/4 10:32:14,5.00元/㎡·月,否,阅山华府商铺,中心城长兴路与回龙路交界处（盛平派出所北300米）,开发商一手原始铺20平60万，无任何费用,60万,https://sz.shop.fang.com/shou/3_221429266.html,住宅底商
5.10米,第1层(共2层),,30㎡,6.00米,"宝安区,沙井",深圳市宝安区地铁11号线马安山站.,中熙香沙公馆（沙井）,11.00米,2019/6/6 17:49:25,3.90元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",中熙香沙公馆 一手金铺 28—80平 会展辐射圈,99万,https://sz.shop.fang.com/shou/3_218672900.html,毛坯
,第1层(共2层),,10㎡,5.90米,"宝安区,宝安",4.00米,南环大道9号,13.00米,2019/7/25 13:24:50,0.00元/㎡·月,其他,否,奥园峯荟,13号线地铁口临街铺 即买即收租 5年租约保障 租金300元,58万,https://sz.shop.fang.com/shou/3_220244145.html,毛坯
7.00米,第1层(共4层),"暖气,上水",45㎡,8.00米,"南山,蛇口",蛇口自贸区招商局展示中心,太子湾,6.00米,2019/7/27 9:10:05,5.00元/㎡·月,住宅底商,是,百货超市,一个深圳，一个蛇口，一个邮轮，太子湾邮轮商业街1350万,35万,https://sz.shop.fang.com/shou/3_220299038.html,简装修
5.00米,第-1层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调",20㎡,5.00米,"罗湖,东门",东门解放路与人民北路交汇处,名仕商城商铺,3.00米,2019/6/29 20:57:48,20.00元/㎡·月,商业街商铺,否,服饰鞋包,原价135万！！现价75万！！租金4600元！！,75万,https://sz.shop.fang.com/shou/3_219497528.html,精装修
,第1层(共1层),,10㎡,5.10米,"宝安区,福永",4.00米,深圳宝安福永宝安区福永街道107国道与兴益路交汇处前行100米,3.00米,2019/8/29 17:11:34,0.00元/㎡·月,其他,否,碧桂园领寓,碧桂园一手现铺转角铺，地产公司租客460元/平，租金低月供,68万,https://sz.shop.fang.com/shou/3_221287790.html,毛坯
3.00米,第1层(共8层),"网络,停车位,客梯,货梯,扶梯",20㎡,4.00米,"罗湖,东门",深圳市罗湖区东门解放路,九龙城商铺,5.00米,2019/8/31 13:58:31,0.00元/㎡·月,商业街商铺,否,百货超市,"东门九龙城仅售60万,带租约7000",60万,https://sz.shop.fang.com/shou/3_221335557.html,简装修
7.00米,第2层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",907㎡,8.00米,"龙华区,龙华",龙华东环一路壹城中心第五区,壹成中心商铺,6.00米,2019/8/20 10:50:12,5.00元/㎡·月,购物中心/百货,是,"服饰鞋包,美容美发,酒店宾馆,餐饮美食,百货超市,生活服务,家居建材,休闲娱乐",龙华高铁站山姆店独栋商业楼 适合做总部 大·型餐饮连锁店,80万,https://sz.shop.fang.com/shou/3_221026869.html,精装修
5.00米,第-1层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调",20㎡,5.00米,"罗湖,东门",东门解放路与人民北路交汇处,名仕商城商铺,3.00米,2019/6/12 17:26:47,20.00元/㎡·月,商业街商铺,否,服饰鞋包,原价120万！！现价78万！！租金5200元！！,78万,https://sz.shop.fang.com/shou/3_218902427.html,精装修
12.00米,第1层(共3层),客梯,2㎡,7.00米,"盐田,盐田港",盐田港,盐田合墅公馆,6.00米,2019/9/1 12:39:34,5.00元/㎡·月,住宅底商,是,"百货超市,生活服务",两房价格288万买双-地-铁-口，盐田港三层大露台精装公馆,11万,https://sz.shop.fang.com/shou/3_221356163.html,精装修
6.30米,第1层(共4层),"暖气,上水,排烟,排污",200㎡,8.00米,"龙岗,横岗",龙岗大道与保康路交汇处,荣德国际综合体,15.00米,2019/8/15 17:00:17,6.00元/㎡·月,住宅底商,是,百货超市,地铁口无缝连接35万平史诗级购物未来5快线交通枢纽,15万,https://sz.shop.fang.com/shou/3_220894115.html,简装修
3.00米,第1层(共1层),"客梯,货梯,扶梯",30㎡,4.00米,"南山,蛇口",蛇口自贸区太子湾招商局蛇口展示中心,太子湾商务广场,5.00米,2019/8/20 12:16:01,0.00元/㎡·月,商业街商铺,否,百货超市,蛇口太子湾原始股 双地铁无缝连接 香港兰桂坊招商,25万,https://sz.shop.fang.com/shou/3_221030556.html,简装修
5.50米,第1层(共2层),客梯,10㎡,10.00米,"光明区,光明",光明新区公明街道南环大道与松白路交汇处东南侧,益田假日府邸商铺,1.50米,2019/8/29 12:34:30,0.00元/㎡·月,住宅底商,否,百货超市,地铁口餐饮街铺 清盘在即 享9折 单价仅5万/平起,80万,https://sz.shop.fang.com/shou/3_221279307.html,毛坯
6.00米,第2层(共3层),"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,4.50米,"南山,后海",科苑大道西，招商路与工业八路之间,卓越维港商铺,4.00米,2019/8/2 12:01:58,4.50元/㎡·月,住宅底商,否,看行业需求,南山后海笋铺！！！业主急出包税包中介费 现带租约 收租无忧,56万,https://sz.shop.fang.com/shou/3_220485736.html,毛坯
,第4层(共47层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2㎡,5.00米,"罗湖,人民南",6.00米,春风路,6.00米,2019/9/1 12:17:59,5.00元/㎡·月,购物中心/百货,否,阳光城天悦,月租抵月供，罗湖3口岸3地铁物业阳光城天悦商务公-寓，总价230万,12万,https://sz.shop.fang.com/shou/3_221355690.html,毛坯
6.00米,第1层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",40㎡,12.00米,"东莞,樟木头",东莞市樟木头镇先威路76号,奥园金街,6.00米,2019/6/13 19:04:22,3.00元/㎡·月,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",（熊猫卖铺）免佣代理- 5.5的佪宝绿 10年佪本 临街铺 “小香港”,60万,https://sz.shop.fang.com/shou/3_218949266.html,毛坯
5.10米,第1层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",30㎡,6.00米,"龙华区,龙华",龙华区和平路与布龙路及民塘路交汇处,和平天地,4.00米,2019/6/7 17:24:23,3.00元/㎡·月,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",（熊猫卖铺）可贷款20年（租金超月供）龙华70万起（銮金街铺）,70万,https://sz.shop.fang.com/shou/3_218710486.html,毛坯
6.30米,15㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",15.24㎡,4.00米,"东莞,樟木头",樟木头先威路68号,奥园城市天地,4.00米,2019/7/25 15:18:02,10.00元/㎡·月,毛坯,住宅底商,是,东莞小香港特价，转角铺 展示面好 火热销售中,61万,https://sz.shop.fang.com/shou/3_220248188.html,第1层(共1层)
5.00米,第1层(共6层),"客梯,货梯,扶梯",15㎡,5.00米,"福田,八卦岭",深南东路东门步行街,深南东路东门步行街,5.00米,2019/8/28 16:10:26,0.00元/㎡·月,商业街商铺,否,服饰鞋包,东门八达地铁口准物业 主通道，售90万，月租5千6 汇报8厘,90万,https://sz.shop.fang.com/shou/3_221258758.html,简装修
3.30米,26㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",27㎡,5.50米,"宝安,西乡",天谷大楼,天谷大楼,5.00米,2019/9/2 11:48:45,5.50元/㎡·月,写字楼配套底商,是,餐饮,特价一手商务铺 前海空港中心 天谷新兴产业聚集平台,99万,https://sz.shop.fang.com/shou/3_221378807.html,精装修
,第1层(共1层),,10㎡,5.00米,"宝安区,福永",4.00米,深圳宝安福永宝安区福永街道107国道与兴益路交汇处前行100米,12.00米,2019/8/28 20:38:34,8.00元/㎡·月,住宅底商,否,碧桂园领寓商铺,碧桂园领寓 开发商一手可餐饮 转角位 270度展示面,3.98万,https://sz.shop.fang.com/shou/3_221266061.html,毛坯
3.00米,第1层(共1层),,3㎡,4.00米,"光明新区,公明",松白路,中粮云景国际,5.00米,2019/6/24 15:56:09,0.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",中粮云景 50万首付 开发商直卖 双地铁口,7万,https://sz.shop.fang.com/shou/3_219330691.html,毛坯
,第90层(共90层),,10㎡,1.00米,"宝安区,福永",1.00米,深圳宝安福永宝安区福永街道107国道与兴益路交汇处前,1.00米,2019/6/6 17:57:53,1.00元/㎡·月,其他,否,碧桂园领寓,真图实价 壹湾领域转角铺旁靓铺 40平 204万,5.1万,https://sz.shop.fang.com/shou/3_218673206.html,毛坯
3.00米,第1层(共5层),"网络,暖气,停车位,客梯,货梯,扶梯",18㎡,4.00米,"罗湖,东门",深圳市罗湖区东门解放路,九龙城商铺,5.00米,2019/8/31 13:56:49,0.00元/㎡·月,商业街商铺,否,百货超市,"东门茂业旁,楼下东门步行街 租4800元,售80万!",80万,https://sz.shop.fang.com/shou/3_221335509.html,简装修
6.30米,第1层(共2层),,4㎡,8.00米,"南山,西丽",南山区留仙洞战略型新兴产业总部基地石鼓路与打石一路交汇处,万科云城商铺,6.00米,2019/6/24 15:56:59,5.00元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",政府600亿打造万科云城，带租约一手出售,38万,https://sz.shop.fang.com/shou/3_219330723.html,毛坯
4.00米,第1层(共8层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,燃气",19㎡,3.00米,"罗湖,东门",罗湖深南东路东门步行街旁,八达商城商铺,4.00米,2019/6/7 13:01:19,25.00元/㎡·月,住宅底商,是,美容美发,地铁口月租6800元，年租8.1万，仅售95万,95万,https://sz.shop.fang.com/shou/3_218699658.html,精装修
5.50米,第1层(共2层),"客梯,上水,下水,排烟,排污",25㎡,10.00米,"东莞,东城",崇焕中路133号,中熙玖颂江湾,2.50米,2019/8/29 17:53:22,0.00元/㎡·月,住宅底商,否,百货超市,网红天堂 中熙大盘 24-124平方 总价70起,70万,https://sz.shop.fang.com/shou/3_221289004.html,精装修
,第1层(共1层),,53㎡,5.10米,"龙华区,龙华",6.00米,龙华区和平路与布龙路及民塘路交汇处,8.80米,2019/8/9 10:34:14,0.00元/㎡·月,其他,否,特发和平里商铺,龙华宇宙中心一手临街 港铁物业,76.85万,https://sz.shop.fang.com/shou/3_220697444.html,毛坯
5.10米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",5.05㎡,2.00米,"龙岗,龙岗中心城",龙翔大道与龙城大道交汇处,万科时代广场,3.00米,2019/8/17 20:31:19,5.00元/㎡·月,住宅底商,否,"生活服务,餐饮美食,休闲娱乐",年终双薪买间铺，有铺有车先致富 坐薪百万不是梦,48万,https://sz.shop.fang.com/shou/3_220961131.html,毛坯
6.40米,第1层(共2层),,108㎡,15.00米,"宝安,宝安中心区",宝安中心,前海人寿金融中心,7.90米,2019/8/1 10:58:11,0.00元/㎡·月,住宅底商,是,百货超市,惠州大亚湾全能铺王原价518万 现价六折卖 只此一套速速从购,100万,https://sz.shop.fang.com/shou/3_220451235.html,简装修
5.00米,第1层(共33层),"客梯,燃气",1.2㎡,5.00米,"罗湖,蔡屋围",深南路与宝安南路交汇处,地王公寓商铺,5.00米,2019/9/1 12:47:58,6.00元/㎡·月,住宅底商,否,百货超市,罗湖地-王商圈大型综合体！带阳台通燃气！送国际一线精装公-寓,11万,https://sz.shop.fang.com/shou/3_221356354.html,精装修
6.00米,1㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2㎡,10.00米,"宝安,新安",勤诚达世纪大街,勤诚达世纪大街,10.00米,2019/6/19 12:12:41,5.00元/㎡·月,住宅底商,是,面积可选,宝安灵芝地铁口 灵芝公园旁 好铺不常有 付个首付收租养贷做铺主,12万,https://sz.shop.fang.com/shou/3_219156273.html,毛坯
,第1层(共1层),,10㎡,5.90米,"宝安区,宝安",5.00米,南环大道9号,12.00米,2019/8/29 18:05:39,0.00元/㎡·月,其他,否,奥园峯荟,光明新区 租金230/平 即买即收租 地铁口街铺 住宅底商,62万,https://sz.shop.fang.com/shou/3_221289362.html,毛坯
,第1层(共1层),,71㎡,5.50米,"龙华区,龙华",7.10米,龙华东环一路壹城中心第五区,10.00米,2019/9/1 15:09:18,0.00元/㎡·月,商业街商铺,否,鸿荣源壹城中心商铺,全业态双边街真实年租金6.5房东急售低于市场价,78.1万,https://sz.shop.fang.com/shou/3_221359740.html,毛坯
6.00米,1㎡,"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",2㎡,8.00米,"宝安,西乡",幸福珺湾,幸福珺湾,10.00米,2019/6/19 19:47:48,5.00元/㎡·月,住宅底商,是,70年产权街铺,宝安11号线碧海湾站 70年产权红本临街 好铺不常有收租做铺主,13万,https://sz.shop.fang.com/shou/3_219172961.html,毛坯
6.30米,15㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",15.24㎡,4.00米,"东莞,樟木头",樟木头先威路68号,奥园城市天地,4.00米,2019/7/25 15:07:49,10.00元/㎡·月,毛坯,住宅底商,是,东莞小香港特价，转角铺 展示面好 火热销售中,61万,https://sz.shop.fang.com/shou/3_220247730.html,第1层(共1层)
5.10米,第1层(共1层),"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",1.1㎡,5.00米,"南山,蛇口",太子湾,蛇口新地标LKF太子湾滨海全能商铺出售，一手街铺,5.00米,2019/8/22 11:23:37,40.00元/㎡·月,住宅底商,是,"生活服务,餐饮美食,服饰鞋包,休闲娱乐,美容美发",蛇口新地标太子湾滨海全能出售，一手街铺,15万,https://sz.shop.fang.com/shou/3_221086521.html,毛坯
4.00米,第1层(共8层),"客梯,货梯,扶梯,中央空调,上水,下水",20㎡,4.00米,"罗湖,东门",深圳市罗湖区二横街85号,宝华楼(东门),4.00米,2019/6/7 14:51:30,25.00元/㎡·月,住宅底商,是,服饰鞋包,月租7500元，仅售95万，红本在手,95万,https://sz.shop.fang.com/shou/3_218703934.html,精装修
,第1层(共1层),"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",10㎡,5.10米,"宝安区,福永",4.00米,深圳宝安福永宝安区福永街道107国道与兴益路交汇处前,5.00米,2019/9/4 10:19:02,0.00元/㎡·月,住宅底商,否,碧桂园领寓,笋盘！会展中心旁边 福永碧桂园 均价5万的铺 月租可抵月供,50万,https://sz.shop.fang.com/shou/3_221428609.html,毛坯
1.00米,第1层(共13层),客梯,2㎡,6.00米,"龙华区,龙华",龙华地铁站,红山府华侨城欢乐海岸,1.00米,2019/9/1 12:40:28,1.00元/㎡·月,住宅底商,否,生活服务,深圳北站红山6979红山府 寻遍深圳，！,11万,https://sz.shop.fang.com/shou/3_221356031.html,精装修
,第-1层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",28㎡,6.00米,"光明区,光明",6.00米,光明,6.00米,2019/9/1 13:07:50,6.00元/㎡·月,购物中心/百货,否,中粮云景,光明央-企中粮双地铁上-盖购物中-心-铺单价2.7万,78万,https://sz.shop.fang.com/shou/3_221356789.html,精装修
6.00米,第1层(共2层),,3㎡,8.00米,"南山,西丽",创科路与打石二路交汇处,云街,5.00米,2019/6/21 19:18:41,12.00元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",南山总部基地 2500家公司先进驻 万科开发一手原始股,24万,https://sz.shop.fang.com/shou/3_219248595.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",63㎡,10.30米,"南山,西丽",创科路与打石二路交汇处,万科云街,6.00米,2019/7/31 17:46:03,12.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",西丽高铁站 中国硅谷 万科云街抄底价位 低于成本价出售,17.8万,https://sz.shop.fang.com/shou/3_220434607.html,精装修
9.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",182.14㎡,6.00米,"龙华区,龙华",龙华新区民治街道民塘路与简上路交汇处,中海锦城商铺,24.00米,2019/8/2 11:57:26,4.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",中海锦城 清盘价低至6.2万/平 带5厘品牌租约,20万,https://sz.shop.fang.com/shou/3_220485447.html,精装修
,简装修,,低区(共1层),3.80米,"东莞,塘厦",5.00米,"
                                    广东省东莞市东莞市市辖区高尔夫大道南
                                ",3.00米,2019/7/15 9:58:42,35.53㎡,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，家居建材,"
                                    骏景高尔夫花园商铺",,99万,https://sz.shop.fang.com/shou/1_94544155.html,住宅底商 
5.50米,第1层(共2层),客梯,2㎡,10.00米,"光明区,光明",光明区-光明-中粮云景国际南区商铺,中粮云景国际南区商铺,1.50米,2019/8/31 10:31:11,0.00元/㎡·月,商业街商铺,否,百货超市,光明新区一手 临街铺，地铁6号线即将开通，单价仅3.5万,5万,https://sz.shop.fang.com/shou/3_221328711.html,简装修
,精装修,,低区(共4层),5.00米,"龙岗,龙岗中心城",8.00米,"
                                    广东省深圳市龙岗区科苑路龙翔大道31号
                                ",8.50米,2019/8/1 20:23:38,16.5㎡,否,服饰鞋包,"
                                    龙岗世贸中心",,100万,https://sz.shop.fang.com/shou/1_94544200.html,购物中心/百货 
,第1层(共2层),,50㎡,4.20米,"龙岗,龙岗中心城",4.00米,龙岗新生村旁,8.00米,2019/8/29 12:22:42,5.80元/㎡·月,购物中心/百货,否,集银皮革市场,集银皮革广场街铺50平82万,82万,https://sz.shop.fang.com/shou/3_221279002.html,简装修
4.50米,第2层(共29层),"网络,暖气,停车位,客梯,货梯,扶梯,上水,下水,排烟,排污",16.66㎡,6.00米,"龙岗,布吉",艺术大厦,艺术大厦,3.00米,2019/8/31 10:33:43,5.00元/㎡·月,住宅底商,否,酒店宾馆,清盘！总价98万月收4575月东站地铁口,98万,https://sz.shop.fang.com/shou/3_221328801.html,精装修
5.00米,10㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水",14㎡,3.00米,"罗湖,东门",深圳市罗湖区东门解放路,九龙城商铺,3.00米,2019/7/19 13:18:23,15.00元/㎡·月,精装修,商业街商铺,否,东门茂业百货??下售价45万！！购价！！,45万,https://sz.shop.fang.com/shou/3_220059363.html,第4层(共8层)
,简装修,,低区(共1层),6.00米,"龙岗,平湖",6.00米,"
                                    广东省东莞市东莞市市辖区樟罗新东四路
                                ",4.00米,2019/8/21 9:22:11,29㎡,是,餐饮美食,"
                                    一点点",,95万,https://sz.shop.fang.com/shou/1_94544234.html,临街门面 
,第2层(共2层),"上水,下水,可明火,排烟,排污,外摆区",58㎡,7.00米,"龙岗区,龙岗中心城",6.00米,龙翔大道,8.00米,2019/7/27 9:11:36,0.00元/㎡·月,商业街商铺,否,万科天誉一期,"龙岗万科产品，现在清盘,现铺出售周边写字楼环绕",99万,https://sz.shop.fang.com/shou/3_220299099.html,简装修
,毛坯,,低区(共1层),6.00米,"盐田,沙头角",4.00米,"
                                    广东省深圳市盐田区
                                ",4.00米,2019/8/31 15:26:33,30㎡,否,其他,"
                                    金山碧海花园商铺",,16万,https://sz.shop.fang.com/shou/1_94544253.html,其他 
,毛坯,,低区(共9层),2.50米,"罗湖,东门",2.50米,"
                                    广东省深圳市罗湖区东门中路2019
                                ",2.50米,2019/9/1 16:35:19,11㎡,否,美容美发,"
                                    九龙城商铺",,29万,https://sz.shop.fang.com/shou/1_94544258.html,购物中心/百货 
,精装修,,低区(共4层),5.00米,"光明区,公明",3.00米,"
                                    广东省深圳市宝安区田湾路78-5
                                ",5.00米,2019/9/4 1:52:40,14㎡,否,美容美发,"
                                    闺蜜美容美甲店",,6.8万,https://sz.shop.fang.com/shou/1_94544260.html,商业街商铺 
,第2层(共7层),,11㎡,3.00米,"罗湖,东门",3.32米,深圳市罗湖区东门中路与二横街交汇点处,3.32米,2019/5/5 14:20:31,5.00元/㎡·月,住宅底商,是,旺角购物广场,罗湖东门旺角购物广场出售，此铺位于转角位，租约租定。,49万,https://sz.shop.fang.com/shou/3_217110667.html,简装修
,第18层(共31层),,32㎡,5.00米,"龙华区,龙华",6.00米,龙华,6.00米,2019/8/17 11:21:09,7.80元/㎡·月,写字楼配套底商,否,恒大云居,恒大资产 真的很便宜 龙华总价85万起  六号线 公园旁,85万,https://sz.shop.fang.com/shou/3_220945480.html,精装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",99㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,9.00米,2019/6/19 22:26:16,33.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,22.5万,https://sz.shop.fang.com/shou/3_219177988.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",88㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,8.00米,2019/6/19 20:14:59,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,26万,https://sz.shop.fang.com/shou/3_219173914.html,毛坯
9.00米,32㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污",40㎡,3.50米,"龙岗,龙岗中心城",汇龙天下商铺,"餐饮美食,生活服务,美容美发,酒店宾馆,家居建材",中心城龙平东路与龙城中路交汇处东南角（尚景欣园站北100米）,2019/9/4 11:12:37,2.50元/㎡·月,精装修,住宅底商,否,总价86万单价2.8万起带租约精装地铁口不,86万,https://sz.shop.fang.com/shou/3_221431185.html,第3层(共29层)
5.10米,第2层(共3层),"网络,客梯,扶梯,上水,下水,可明火,排烟,排污,燃气,外摆区",4㎡,6.00米,"宝安,沙井",万科翡丽郡,卓越誉珑,6.00米,2019/9/3 13:39:49,0.00元/㎡·月,住宅底商,否,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",宝安沙井新会展中心旁 开发商一手铺 单价2.5万起 70年产权,11万,https://sz.shop.fang.com/shou/3_221408698.html,毛坯
7.00米,第2层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",140㎡,8.00米,"南山,西丽",南山区留仙洞战略型新兴产业总部基地石鼓路与打石一路交汇处,万科云城商铺,6.00米,2019/8/19 4:38:12,4.60元/㎡·月,商业街商铺,是,"美容美发,餐饮美食,服饰鞋包,生活服务,酒店宾馆,家居建材,百货超市,休闲娱乐",免佣：西丽高铁站（建设中） 发展商一手街铺 带品牌租客,22万,https://sz.shop.fang.com/shou/3_220992893.html,精装修
7.00米,第7层(共7层),,85㎡,8.00米,"龙华区,龙华",龙华东环一路壹城中心第五区,鸿荣源壹城中心商铺,6.00米,2019/8/20 10:11:24,0.00元/㎡·月,住宅底商,是,百货超市,（20万人门口）转角位与山姆会员旗舰店为邻坐等发展汇聚,12万,https://sz.shop.fang.com/shou/3_221024702.html,简装修
5.00米,第1层(共1层),"暖气,上水",32㎡,5.66米,"宝安,福永",福永街道107国道东侧,碧桂园领寓,5.66米,2019/9/2 19:30:32,5.00元/㎡·月,住宅底商,是,百货超市,碧桂园领寓：实力的保证，给您舒心，让您放心，街铺火爆销售中,7.5万,https://sz.shop.fang.com/shou/3_221392513.html,简装修
5.00米,第1层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",1045㎡,16.00米,"南山,蛇口",蛇口太子湾邮轮大道,太子湾广场,64.00米,2019/7/31 15:29:41,40.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",国际化资产，项目经理诚意推荐：64米门面展示位 仅28万/平,28万,https://sz.shop.fang.com/shou/3_220429957.html,精装修
,第1层(共1层),,55㎡,5.00米,"宝安,宝安中心区",5.00米,前海卓越时代广场乐在其中餐饮街铺,11.00米,2019/6/18 18:17:21,8.00元/㎡·月,商业街商铺,否,前海卓越时代广场乐在其中餐饮街铺,一个圣淘沙名胜世界，一个华侨城欢乐港湾，特价餐饮街铺1188万,22万,https://sz.shop.fang.com/shou/3_219132582.html,毛坯
4.00米,10㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,3.00米,"罗湖,东门",爵士大厦商铺,爵士大厦商铺,3.00米,2019/8/30 11:51:57,15.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",独立红本快餐店 卖48万,48万,https://sz.shop.fang.com/shou/3_221305303.html,精装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",99㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,9.00米,2019/6/19 21:30:22,22.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,25万,https://sz.shop.fang.com/shou/3_219176558.html,毛坯
,第1层(共1层),,20㎡,5.50米,"罗湖,黄贝岭",2.00米,凤凰路凤凰街6号,10.00米,2019/9/1 15:01:56,0.00元/㎡·月,商业街商铺,否,金城华庭商铺,"地铁口熟铺,茴报6个点,8年租约。月租金7芊8起",85万,https://sz.shop.fang.com/shou/3_221359540.html,毛坯
