cenggao,floor,function_list,jianzhumianji,jinshen,location,loupandizhi,loupanmingcheng,miankuan,release_date,service_price,shangpu_type,shifoufenge,shihejingying,titile,total_price,url,zhuangxiu,shiyongmianji,location_coords,city
5.50米,第1层(共1层),客梯,20㎡,10.00米,"越秀,五羊新城,寺右新马路",五羊新城寺右新马路,寺右新马路,2.00米,2019/8/24 22:53:54,0.00元/㎡·月,住宅底商,否,百货超市,寺右新马路商圈核心商业地段 高,23.8万,https://gz.shop.fang.com/shou/3_241713365.html,简装修,,"113.308977,23.119794",广州
7.00米,第3层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",20㎡,8.00米,"白云,金沙洲,花城金沙汇",金沙洲路111号（环洲三路和金沙洲路交汇处）,花城金沙汇,6.00米,2019/7/21 1:33:19,3.00元/㎡·月,商业街商铺,否,"百货超市,生活服务,餐饮美食",急售 新收花城金沙汇 餐饮美食铺出售 收租1.5万/月 买断产权,27万,https://gz.shop.fang.com/shou/3_240722851.html,精装修,,"113.205854,23.158347",广州
6.00米,第1层(共1层),,23㎡,6.00米,"白云区,永泰,永泰",永泰,永泰,4.00米,2019/9/1 10:51:45,0.00元/㎡·月,商业街商铺,否,,永泰地铁口街铺 带租12500 红本清晰 总价33,33万,https://gz.shop.fang.com/shou/3_241904767.html,毛坯,,"113.300763,23.219791",广州
3.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯",30㎡,4.00米,"天河,珠江新城东,珠江新城凤凰苑",天河区黄埔大道西海月路,珠江新城凤凰苑,5.00米,2019/9/1 19:30:48,0.00元/㎡·月,商业街商铺,否,百货超市,珠江新城 产权急售 业主让利 5万,20万,https://gz.shop.fang.com/shou/3_241921873.html,简装修,,"113.337657,23.124901",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,8.00米,"天河,体育中心,时尚天河商业广场",广州天河体育中心正南门西侧,时尚天河商业广场,6.00米,2019/8/27 21:00:55,0.00元/㎡·月,商业街商铺,否,"百货超市,餐饮美食",急售 时尚天河 贡茶一线临街餐饮铺 带15000租约出售 红本在手,40万,https://gz.shop.fang.com/shou/3_241787374.html,精装修,,"113.323714,23.133875",广州
5.50米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",35㎡,10.00米,"黄埔,开发西区,黄浦区江北中约商业街",江北中约商业街,黄浦区江北中约商业街,3.50米,2019/8/3 17:07:26,0.00元/㎡·月,住宅底商,否,百货超市,随时看铺黄埔江北中约商业街铺急售，带租约，收租14500/月,49万,https://gz.shop.fang.com/shou/3_241115523.html,精装修,,"113.470243,23.106415",广州
5.00米,第1层(共4层),"暖气,客梯,货梯,扶梯,可明火,排污,燃气,外摆区",20㎡,5.00米,"番禺,市桥北,永旺梦乐城",广州市番禺区大龙街亚运大道1号,永旺梦乐城,4.00米,2019/8/22 14:02:29,10.00元/㎡·月,购物中心/百货,否,"百货超市,餐饮美食",急售金沙洲网红奶茶铺 产权在手 月收18000 无任何纠纷,45万,https://gz.shop.fang.com/shou/3_241639237.html,简装修,,"113.388100,22.936555",广州
5.00米,第1层(共4层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",16㎡,4.00米,"海珠,客村,丽影商业广场",新港中路珠影正门东侧,丽影商业广场,4.00米,2019/8/14 17:22:40,5.00元/㎡·月,商业街商铺,否,"餐饮美食,休闲娱乐",广州地标旁 客村！丽影广场 人气商圈 餐饮不受电商打击 带租约,11.11万,https://gz.shop.fang.com/shou/3_241425340.html,精装修,,"113.321542,23.095747",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",25㎡,5.00米,"白云,新市,百信广场",机场路1399号,百信广场,5.00米,2019/8/16 21:21:52,10.00元/㎡·月,临街门面,是,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",业主急售 百信广场 临街奶茶铺位 月收18000 带红本 产权清晰,48万,https://gz.shop.fang.com/shou/3_241489173.html,精装修,,"113.260387,23.194563",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",16㎡,4.00米,"天河,珠江新城中,兴盛路步行街",珠江新城中区兴盛路,兴盛路步行街,4.00米,2019/8/28 21:40:03,10.00元/㎡·月,临街门面,是,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",业主急售 兴盛路步行街餐饮铺位 带产权带租约 月收12000 无纠纷,42万,https://gz.shop.fang.com/shou/3_241814422.html,精装修,,"113.317172,23.140393",广州
5.00米,第1层(共1层),,20㎡,5.00米,"天河,体育中心,正佳广场",天河路208号,正佳广场,4.00米,2019/9/1 20:00:47,20.00元/㎡·月,其他,否,,正佳广场 临街益和堂 百万人流聚集地 可过户 总价18万 带,18万,https://gz.shop.fang.com/shou/3_241922929.html,精装修,,"113.327990,23.132189",广州
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",15㎡,3.00米,"天河,龙洞,龙洞步行街",广州市天河区东北部龙洞街道辖区,龙洞步行街,5.00米,2019/7/30 22:44:15,10.00元/㎡·月,商业街商铺,否,"百货超市,餐饮美食",龙洞金街铺位 产权出售 产权清晰 月/收租8900,23万,https://gz.shop.fang.com/shou/3_241003944.html,简装修,,"113.366650,23.194679",广州
7.00米,第1层(共1层),,15㎡,8.00米,"花都,新区,百业广场",公益大道27号,百业广场,6.00米,2019/8/28 13:57:29,2.00元/㎡·月,其他,否,,新收 小杨 百信广场 业主急售产 首付12万带租约两年 月收,32万,https://gz.shop.fang.com/shou/3_241800537.html,精装修,,"113.217662,23.400648",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",15㎡,8.00米,"花都,新区,花都万达广场",平布大道东与凤凰北路交界处,花都万达广场,6.00米,2019/8/3 19:22:33,0.00元/㎡·月,住宅底商,否,百货超市,新收业主急售 花都万达广场 网红奶茶店 带租约 月收7900,22.6万,https://gz.shop.fang.com/shou/3_241119021.html,精装修,,"113.466191,23.168566",广州
6.00米,第1层(共6层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",16㎡,4.00米,"增城,凤凰城,碧桂园凤凰城东门商业街",增城市广东园快速路碧桂园凤凰城东门,碧桂园凤凰城东门商业街,4.00米,2019/8/18 13:05:12,20.00元/㎡·月,商业街商铺,是,"美容美发,餐饮美食",凤凰城 临街一线金铺 产权清晰 人流聚集地一点点奶茶 月收一万一,16万,https://gz.shop.fang.com/shou/3_241528034.html,精装修,,"113.581638,23.138854",广州
5.00米,第1层(共1层),"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",21㎡,4.00米,"天河,珠江新城西,珠江新城西区",广州市天河区珠江新城西区,珠江新城西区,5.00米,2019/8/24 13:01:03,15.00元/㎡·月,商业街商铺,否,"百货超市,生活服务,餐饮美食,休闲娱乐",(大拐角位)珠江新城地铁 临街靓铺 可贷款 月收18000 产权已查册,13.5万,https://gz.shop.fang.com/shou/3_241696503.html,精装修,,"113.327343,23.119274",广州
7.00米,第1层(共4层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排污,燃气,外摆区",20㎡,4.00米,"天河,员村二横路,员村二横路步行街",天河区员村二横路,员村二横路步行街,5.00米,2019/8/24 13:32:34,15.00元/㎡·月,商业街商铺,否,"生活服务,餐饮美食,休闲娱乐",业主急售！员村二横步行街 正新鸡排 宾客如云 租金2万 红本在手,32万,https://gz.shop.fang.com/shou/3_241697362.html,精装修,,"113.362304,23.120603",广州
3.00米,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",16㎡,5.00米,"天河,体育中心,正佳广场",正佳广场,正佳广场,4.00米,2019/9/4 12:51:05,10.00元/㎡·月,购物中心/百货,是,"百货超市,餐饮美食,休闲娱乐",正佳广场 主通道铺位 大司卡 月租9000 产权清晰 即买即收租,42万,https://gz.shop.fang.com/shou/3_241989954.html,精装修,14.5㎡,"113.327990,23.132189",广州
5.00米,第1层(共1层),,20㎡,5.00米,"黄埔,萝岗,萝岗万达广场",科学城开创大道与科丰路交汇处,萝岗万达广场,4.00米,2019/8/21 18:11:42,20.00元/㎡·月,商业街商铺,否,餐饮美食,萝岗万达主通道 买断包.过户金15000,28万,https://gz.shop.fang.com/shou/3_241618586.html,简装修,,"113.465038,23.168278",广州
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",15㎡,3.00米,"番禺,华南,番禺万达广场",迎宾大道万博中心以东、汉溪大道以北、兴南大道以南,番禺万达广场,5.00米,2019/8/14 23:20:11,10.00元/㎡·月,商业街商铺,否,"百货超市,餐饮美食",番禺万达广场临街铺位1点点奶茶店 总价30万 月/收租11000,30万,https://gz.shop.fang.com/shou/3_241434068.html,简装修,,"113.349106,23.007572",广州
5.50米,第1层(共5层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",20㎡,10.00米,"黄埔,萝岗,萝岗万达广场",科学城开创大道与科丰路交汇处,萝岗万达广场,2.00米,2019/8/3 17:10:42,0.00元/㎡·月,住宅底商,否,百货超市,萝岗万达广场 房东出国急售 稳定收租 月入15000,25万,https://gz.shop.fang.com/shou/3_241115658.html,精装修,,"113.465038,23.168278",广州
5.50米,第1层(共1层),"网络,暖气,停车位,燃气",28㎡,10.00米,"白云,机场路,白云万达广场",云城东路501号,白云万达广场,2.80米,2019/8/28 11:01:37,0.00元/㎡·月,商业街商铺,否,百货超市,新收 白云万达 花甲粉铺 带租23500/月 产权租约清晰,41.5万,https://gz.shop.fang.com/shou/3_241795051.html,精装修,,"113.264917,23.172898",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",24㎡,4.80米,"越秀,东川路,中华广场",越秀区中山三路33号,中华广场,5.00米,2019/8/1 17:21:12,0.00元/㎡·月,商业街商铺,否,,越秀中华广场 网红奶茶 业主公司急需资金周转 急售 随时带看,36万,https://gz.shop.fang.com/shou/3_241053873.html,精装修,,"113.282671,23.125676",广州
5.00米,第1层(共1层),"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,2.00米,"天河,体育中心,天河又一城",体育西路54号,天河又一城,6.00米,2019/8/10 22:26:21,10.00元/㎡·月,购物中心/百货,是,餐饮美食,天河又一城 七字转角铺 带租约12000/月 产权清晰 36万总价买断产,36万,https://gz.shop.fang.com/shou/3_241325534.html,精装修,,"113.322511,23.132153",广州
5.00米,第1层(共1层),"网络,上水,下水,可明火,排烟,排污",12㎡,4.00米,"荔湾,陈家祠,西门口广场",中山七路50号,西门口广场,3.00米,2019/8/25 20:58:49,10.00元/㎡·月,临街门面,是,"餐饮美食,休闲娱乐",新收荔湾 西门口广场 网红奶茶铺位 月租金7000 产权清晰无纠纷,35万,https://gz.shop.fang.com/shou/3_241736090.html,精装修,,"113.252766,23.126733",广州
3.00米,第1层(共1层),"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",20㎡,5.00米,"海珠,东晓南,东晓南路",海珠东晓南路,东晓南路,4.00米,2019/8/20 15:42:07,10.00元/㎡·月,临街门面,否,"百货超市,服饰鞋包,美容美发,餐饮美食",东晓南 临街餐饮铺 收租15000/月 个人产权 红本过户 业主急售,43万,https://gz.shop.fang.com/shou/3_241585513.html,精装修,,"113.292090,23.073100",广州
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,外摆区",17㎡,3.00米,"天河,体育中心,天河城",天河区天河路208号,天河城,5.00米,2019/8/24 11:16:32,25.00元/㎡·月,商业街商铺,是,餐饮美食,珠城核心 天河城 中庭位 大展示靓铺 业主急用钱 带租1万3 ！,27万,https://gz.shop.fang.com/shou/3_241693496.html,精装修,,"113.322054,23.131969",广州
7.00米,第1层(共4层),"暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污,外摆区",12㎡,2.00米,"荔湾,窖口,坦尾肉菜市场铺位",荔湾区坦尾中街９４号,坦尾肉菜市场铺位,6.00米,2019/8/14 16:55:54,3.00元/㎡·月,临街门面,是,餐饮美食,急售！金洲坦尾肉菜市场铺位 总价15万拿下一间 带租约6800！,21万,https://gz.shop.fang.com/shou/3_241424495.html,简装修,,"113.421218,23.114044",广州
5.50米,第1层(共1层),客梯,15㎡,10.00米,"天河,体育中心,正佳广场",天河路208号,正佳广场,1.50米,2019/7/30 18:02:10,0.00元/㎡·月,住宅底商,否,百货超市,售正佳广场七字位奶茶店 总价22万带走产权 带租约12500,22万,https://gz.shop.fang.com/shou/3_240995956.html,简装修,,"113.327990,23.132189",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,6.00米,"黄埔,萝岗,锐丰中心",黄埔区开创大道与荔红二路交界（香雪牌坊旁边）,锐丰中心,3.00米,2019/9/3 10:58:10,0.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",萝岗锐丰中心一线临街产权 复式可外摆 餐饮铺 可看,25万,https://gz.shop.fang.com/shou/3_241956269.html,精装修,,"113.501460,23.173506",广州
7.00米,第1层(共1层),"网络,暖气,中央空调,上水,下水,排烟,排污,燃气",20㎡,8.00米,"天河,珠江新城中,兴盛路步行街",珠江新城中区兴盛路,兴盛路步行街,6.00米,2019/8/20 18:55:02,5.00元/㎡·月,商业街商铺,否,"生活服务,餐饮美食,休闲娱乐",珠江新城兴盛路步行街一线铺 首付五成 产权出售 月收一万八 急,25万,https://gz.shop.fang.com/shou/3_241591182.html,精装修,,"113.317172,23.140393",广州
3.50米,第1层(共1层),,15.6㎡,3.00米,"天河区,东圃,旭景家园",中山大道,旭景家园,5.20米,2019/9/4 16:48:32,15.00元/㎡·月,其他,否,,独立产权金15000 车陂地铁口 临街拐角位,40万,https://gz.shop.fang.com/shou/3_241998757.html,简装修,,"113.402820,23.128325",广州
5.00米,第1层(共1层),,22㎡,5.00米,"白云,机场路,白云万达广场",云城东路501号,白云万达广场,4.00米,2019/8/28 14:12:35,0.00元/㎡·月,其他,否,,急售 白云万达 临街餐饮铺 带18000租约 带独立产权出售,38万,https://gz.shop.fang.com/shou/3_241801163.html,精装修,,"113.264917,23.172898",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,燃气",21㎡,8.00米,"荔湾,西关,力迅·上下九·西门町",下九路37至55号,力迅·上下九·西门町,6.00米,2019/8/21 15:26:01,2.50元/㎡·月,临街门面,是,餐饮美食,(出售) 上下九临街 一點點餐饮铺 带租约1万5 买断产权,32万,https://gz.shop.fang.com/shou/3_241612834.html,简装修,,"113.247434,23.114488",广州
7.00米,第1层(共1层),"网络,暖气,停车位,中央空调,下水,可明火,排烟,排污,燃气",105㎡,8.00米,"荔湾,西关,力迅上下九西门町",下九路37至55号,力迅上下九西门町,6.00米,2019/8/15 18:59:38,2.50元/㎡·月,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",业主急售 复式上下两层椰子里人气网红店主干道 租约35000/月,50万,https://gz.shop.fang.com/shou/3_241455663.html,简装修,,"113.247434,23.114488",广州
7.00米,第1层(共1层),"客梯,货梯",20㎡,8.00米,"越秀,东风东,东风东临街",东风东路750号附近,东风东临街,6.00米,2019/8/30 21:50:21,0.00元/㎡·月,住宅底商,是,百货超市,人流密集 越秀东风东 一点点 网红打卡 地段好 返祖2万,12万,https://gz.shop.fang.com/shou/3_241872513.html,精装修,,"113.245643,23.117846",广州
4.00米,第-1层(共7层),"网络,暖气,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",9.8㎡,3.00米,"天河,体育中心,正佳广场",天河路208号,正佳广场,3.00米,2019/8/25 10:44:41,40.00元/㎡·月,购物中心/百货,是,"百货超市,餐饮美食,休闲娱乐",产权铺 正佳广场层关东煮 带26年产权出售 现租1万 5年租约出售,21万,https://gz.shop.fang.com/shou/3_241718563.html,精装修,,"113.327990,23.132189",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",15㎡,8.00米,"荔湾,西关,荔湾宝华路",荔湾宝华路,荔湾宝华路,6.00米,2019/7/30 15:48:07,0.00元/㎡·月,临街门面,是,"美容美发,餐饮美食,服饰鞋包,生活服务,酒店宾馆,家居建材,百货超市,休闲娱乐",惊爆价荔湾宝华路 临街一线奶茶铺 利润高人流爆！,32.6万,https://gz.shop.fang.com/shou/3_240991281.html,精装修,,"113.241930,23.115406",广州
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",16㎡,4.00米,"越秀,东川路,中华广场",越秀区中山三路33号,中华广场,4.00米,2019/8/21 15:35:32,29.00元/㎡·月,临街门面,是,餐饮美食,(急卖！！)中华广场 临街一点点 业主资金周转 带租1.35万,25万,https://gz.shop.fang.com/shou/3_241613152.html,精装修,,"113.282671,23.125676",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,8.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,6.00米,2019/8/27 21:11:43,10.00元/㎡·月,购物中心/百货,是,"百货超市,服饰鞋包,美容美发,餐饮美食",美丽价41.5万买断独立产权 收租13500/月 北京路步行街 红本过户,41.5万,https://gz.shop.fang.com/shou/3_241787733.html,精装修,,"113.269225,23.119908",广州
7.00米,第1层(共5层),,16㎡,8.00米,"天河,龙洞,龙洞步行街",广州市天河区东北部龙洞街道辖区,龙洞步行街,6.00米,2019/9/4 16:08:35,0.00元/㎡·月,其他,否,,急售 龙洞步行街 7字位餐饮铺 带租13500/月 不动产权,20.8万,https://gz.shop.fang.com/shou/3_241997231.html,精装修,,"113.366650,23.194679",广州
5.00米,第1层(共4层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",18㎡,4.00米,"天河,体育中心,时尚天河商业广场",广州天河体育中心正南门西侧,时尚天河商业广场,4.50米,2019/8/14 11:19:24,10.00元/㎡·月,商业街商铺,否,"百货超市,餐饮美食,休闲娱乐",旺！时尚天河广场 临街主通道 人流量必经之路 带租18500 稳定,25.5万,https://gz.shop.fang.com/shou/3_241412416.html,精装修,,"113.323714,23.133875",广州
6.00米,第1层(共6层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",26㎡,5.00米,"天河,体育中心,正佳广场",天河路208号,正佳广场,5.00米,2019/8/18 20:24:59,10.00元/㎡·月,购物中心/百货,是,"餐饮美食,休闲娱乐",正佳广场 7字位 大卡司 18000 业主出国 带产权租约急售,48万,https://gz.shop.fang.com/shou/3_241541378.html,精装修,,"113.327990,23.132189",广州
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,外摆区",15㎡,3.00米,"海珠,江南西,江南西",江南大道中江南西路182号,江南西,5.00米,2019/8/24 15:36:00,10.00元/㎡·月,临街门面,是,餐饮美食,江南西地铁口 一线临街靓铺 产权包.过户 现租1万3 业主急用铺卖,19.8万,https://gz.shop.fang.com/shou/3_241701517.html,精装修,,"113.273727,23.096689",广州
5.50米,第1层(共1层),,15㎡,10.00米,"南海区,大沥,广佛智城",岭南路85号,广佛智城,1.50米,2019/9/4 16:15:28,0.00元/㎡·月,商业街商铺,否,,永旺梦乐城千亿 独立产权 电商之都收11000 业主急售,15万,https://gz.shop.fang.com/shou/3_241997568.html,简装修,,,广州
3.00米,,"网络,暖气,中央空调,上水,下水,可明火,排烟,排污,燃气",22㎡,5.00米,"增城,荔城,增城大道",增城大道商铺,增城大道,4.00米,2019/9/1 19:52:31,12.00元/㎡·月,临街门面,否,餐饮美食,增城万达广场 一线临街金铺 都可奶茶30万买断产权 月租1万6,28万,https://gz.shop.fang.com/shou/3_241922596.html,精装修,19.8㎡,"113.816055,23.276705",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",25㎡,5.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,4.00米,2019/8/28 10:13:23,30.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",急售 北京路步行街 老字号莲香 带租约13000 产权清晰 红本交易,26万,https://gz.shop.fang.com/shou/3_241792949.html,简装修,,"113.269225,23.119908",广州
3.00米,第1层(共1层),"货梯,扶梯",18.36㎡,4.00米,"天河,珠江新城东,花城汇",天河区珠江新城花城汇广场,花城汇,5.00米,2019/9/3 11:58:56,0.00元/㎡·月,住宅底商,否,,花城汇商场负一层产权主通道人流爆月收一万三,34万,https://gz.shop.fang.com/shou/3_241958558.html,简装修,,"113.325057,23.126164",广州
7.00米,第1层(共18层),,36㎡,8.00米,"广州周边区,佛山,敏捷金谷国际",汾江北路32号,敏捷金谷国际,6.00米,2019/9/4 16:37:59,0.00元/㎡·月,其他,否,,佛山地铁 临街 首付9万 三地铁交汇 即产权清晰,38.3万,https://gz.shop.fang.com/shou/3_241998357.html,精装修,,"113.269225,23.119908",广州
3.00米,第1层(共1层),"网络,暖气,停车位",25㎡,4.00米,"白云区,机场路,万达广场",云城东路588号,万达广场,5.00米,2019/8/29 20:35:33,0.00元/㎡·月,商业街商铺,否,百货超市,南沙万达广场 首层 总价18万买断 都可奶茶 即过户,18万,https://gz.shop.fang.com/shou/3_241842087.html,简装修,,"113.349453,23.007481",广州
3.00米,第1层(共1层),"停车位,客梯,货梯",22㎡,4.00米,"越秀,北京路,北京路步行街",北京路322号附近,北京路步行街,5.00米,2019/9/1 19:19:06,0.00元/㎡·月,商业街商铺,否,百货超市,独立产权北京路广州旅游胜地 业主股票亏损 带租卖,28万,https://gz.shop.fang.com/shou/3_241921344.html,简装修,,"113.269225,23.119908",广州
6.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",16㎡,4.00米,"天河,体育中心,天河城",天河区天河路208号,天河城,4.00米,2019/8/14 18:32:11,10.00元/㎡·月,商业街商铺,是,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",急售 天河城 一点点 个人红本 收租13000 带租约出售 产权清晰,45万,https://gz.shop.fang.com/shou/3_241427279.html,精装修,,"113.322054,23.131969",广州
4.00米,第1层(共1层),,20㎡,4.00米,"白云,白云大道北,人和商业中心",广州市白云区人和镇西成路8号,人和商业中心,5.00米,2019/9/4 16:33:59,5.00元/㎡·月,其他,否,,人和地铁口 美宜佳便利店 带租10000 产权过户,26万,https://gz.shop.fang.com/shou/3_241998207.html,精装修,,"113.292973,23.342711",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",35㎡,8.00米,"番禺,石碁,番禺中兴广场临街铺位出售",番禺中兴广场,番禺中兴广场临街铺位出售,6.00米,2019/7/30 14:36:45,0.00元/㎡·月,临街门面,是,"美容美发,餐饮美食,服饰鞋包,生活服务,酒店宾馆,家居建材,百货超市,休闲娱乐",番禺区中兴广场出售，收租14500/月，稳定，可带看铺位,49万,https://gz.shop.fang.com/shou/3_240988541.html,精装修,,"113.408625,22.935732",广州
7.00米,第1层(共4层),,15㎡,8.00米,"番禺,市桥北,易发商业街",桥繁华路易发街,易发商业街,6.00米,2019/9/4 16:10:58,0.00元/㎡·月,其他,否,,急售 易发商业街 主干道 餐饮铺 带租15500/月 独立产,28.5万,https://gz.shop.fang.com/shou/3_241997354.html,精装修,,"113.361443,22.941187",广州
7.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",24㎡,8.00米,"白云,新市,百信广场",机场路1399号,百信广场,6.00米,2019/9/4 10:54:12,10.00元/㎡·月,购物中心/百货,是,"休闲娱乐,餐饮美食",急售 百信广场 大卡司 主通道 月租19000 产权租约清晰,46万,https://gz.shop.fang.com/shou/3_241984964.html,精装修,,"113.260387,23.194563",广州
7.00米,第1层(共1层),"网络,暖气,客梯,货梯,扶梯,中央空调,下水,排烟,排污,燃气,外摆区",16㎡,8.00米,"白云,金沙洲,花城金沙汇",金沙洲路111号（环洲三路和金沙洲路交汇处）,花城金沙汇,6.00米,2019/9/4 15:07:36,0.00元/㎡·月,商业街商铺,是,餐饮美食,横沙地铁口 花城金沙汇 临街餐饮店铺 带租约500/方 红本,32万,https://gz.shop.fang.com/shou/3_241994747.html,精装修,,"113.205854,23.158347",广州
7.00米,第1层(共1层),,16㎡,8.00米,"白云,新市,百信广场",机场路1399号,百信广场,6.00米,2019/9/3 21:45:59,0.00元/㎡·月,其他,否,,新收 百信广场餐饮铺位 带租约12800月 产权清晰无纠纷,26.8万,https://gz.shop.fang.com/shou/3_241977774.html,精装修,,"113.260387,23.194563",广州
6.00米,,"暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污",20㎡,3.00米,"越秀,五羊新城,寺右新马路",寺右新马路商铺,寺右新马路,5.00米,2019/8/1 10:30:30,3.00元/㎡·月,商业街商铺,是,菜市场,五羊新城 盒马先生 菜市场档口 返祖9000 产权清晰 随时看铺,25万,https://gz.shop.fang.com/shou/3_241036436.html,精装修,15㎡,"113.308977,23.119794",广州
7.00米,第1层(共1层),"网络,暖气,停车位,中央空调,燃气",15㎡,8.00米,"天河,珠江新城东,花城汇",天河区珠江新城花城汇广场,花城汇,6.00米,2019/8/20 11:28:53,60.00元/㎡·月,购物中心/百货,是,"百货超市,餐饮美食,休闲娱乐",花城汇广场 麦当劳甜品站16000 带红本出售 产权清晰 无纠纷,45万,https://gz.shop.fang.com/shou/3_241577569.html,精装修,,"113.325057,23.126164",广州
6.00米,第1层(共1层),,16㎡,4.00米,"海珠,江南西,江南西",江南大道中江南西路182号,江南西,4.00米,2019/8/21 18:15:07,15.00元/㎡·月,商业街商铺,否,餐饮美食,江南西一点点 产权清晰无抵押 租1万6 随时看铺,8.88万,https://gz.shop.fang.com/shou/3_241618655.html,简装修,,"113.273727,23.096689",广州
6.00米,第1层(共3层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",21㎡,7.00米,"广州周边,佛山,伟业华誉豪庭",佛山市南海区大沥镇竹基南路与城南一路交汇处,伟业华誉豪庭,3.00米,2019/9/4 15:04:45,0.00元/㎡·月,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",急售两年翻本 伟业广场 大沥步行街 营业中餐饮铺 产权出售,21万,https://gz.shop.fang.com/shou/3_241994638.html,毛坯,,"113.326120,23.124340",广州
