zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url,location_coords
,25000元/月,面议,150㎡,,,,第2层(共2层),"精装修
                                ",商业街商铺 ,否,生活服务，其他,"
                                    香缇湾花园25-47号 ","
                                    金海路25号香缇湾花园25-47（1号线西乡站C/D出口，1 ",,,,,,网络,2019/8/9 12:05:00,https://sz.shop.fang.com/zu/1_52628392.html,"113.858994,22.575653"
,10000元/月,押一付三,30㎡,,,,第1层(共1层),"精装修
                                ",商业街商铺 ,否,"
                                    梅林购物 ","
                                    广东省深圳市福田区梅林路83-3 ",4.00米,6.00米,5.00米,1个月,,10元/月,"网络,暖气,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污",2019/8/8 11:22:20,https://sz.shop.fang.com/zu/1_52628203.html,"114.060548,22.568173"
9万元,4000元/月,押一付二,52㎡,,30个月,,第1层(共1层),"精装修
                                ",商业街商铺 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    锅状元小火锅 ","
                                    广东省深圳市宝安区宝安大道 ",5.00米,12.00米,3.50米,,1元/月,,2019/8/9 17:19:38,https://sz.shop.fang.com/zu/1_52628455.html,"114.265259,22.722255"
.1万元,42000元/月,押二付一,200㎡,,84个月,,第2层(共30层),"精装修
                                ",住宅底商 ,是,其他,"
                                    华盛盛荟层 ","
                                    广东省深圳市宝安区上川路201 ",5.00米,5.00米,5.00米,,租金已包含,"客梯,中央空调",2019/8/11 0:55:47,https://sz.shop.fang.com/zu/1_52628692.html,"113.893299,22.573417"
,10000元/月,押三付一,15000㎡,,,,第1层(共3层),"毛坯
                                ",购物中心/百货 ,是,百货超市，酒店宾馆，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    大鹏麦当劳 ","
                                    深圳市大鹏新区迎宾路麦当劳 ",8.00米,10.00米,4.00米,,1元/月,"停车位,客梯,货梯,扶梯,中央空调,上水,下水",2019/8/5 22:56:23,https://sz.shop.fang.com/zu/1_52627772.html,"114.474530,22.593977"
20万元,57000元/月,押二付一,0平,,60个月,,第1层(共2层),"精装修
                                ",临街门面 ,否,百货超市，美容美发，餐饮美食，其他,巴登市场综合楼商铺,"
                                    福田区东园路巴登街 ",8.00米,16.00米,3.00米,,63元/月,"网络,停车位,客梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/12 9:53:41,https://sz.shop.fang.com/zu/1_52628834.html,"114.097990,22.537580"
,178元/月,月付,0平,,,,第-1层(共5层),"简单装修
                                ",购物中心/百货 ,否,百货超市,华南城,"
                                    平湖镇华南大道一号 ",,,,客梯12个，货梯8个,,"停车位,客梯",2019/8/7 17:53:24,https://sz.shop.fang.com/zu/1_52628131.html,"114.141252,22.679363"
20万元,2000元/月,面议,8㎡,,99个月,,第1层(共1层),"精装修
                                ",临街门面 ,否,餐饮美食,"
                                    永湖煌上煌 ","
                                    广东省深圳市龙岗区嘉华路2号 ",2.60米,2.60米,3.00米,,租金已包含,"上水,下水",2019/7/24 21:38:05,https://sz.shop.fang.com/zu/1_52626015.html,"114.218351,22.658833"
6万元,3100元/月,押一付二,0平,,12个月,,第1层(共4层),"精装修
                                ",临街门面 ,否,百货超市，酒店宾馆，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,新围村商铺,"
                                    南山西丽沙河西路与留仙大道交汇处新围村 ",5.00米,1.00米,2.00米,,租金已包含,"下水,排污",2019/8/9 23:16:48,https://sz.shop.fang.com/zu/1_52628483.html,"113.952127,22.582664"
,100元/月,押二付一,0平,,,,第1层(共2层),"简装修
                                ",临街门面 ,是,百货超市，家居建材，生活服务，美容美发，餐饮美食，休闲娱乐,鹏基公寓(八卦岭)商铺,"
                                    福田区八卦岭八卦二路 ",15.00米,20.00米,4.50米,,1元/月,"停车位,上水,下水,排污",2019/7/18 7:49:30,https://sz.shop.fang.com/zu/1_52625078.html,"114.102911,22.559489"
,12000元/月,押二付一,0平,,,,第2层(共2层),"精装修
                                ",其他 ,否,其他,碧海蓝天明苑商铺,"
                                    深盐路和海涛路交汇处 ",3.00米,2.00米,5.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,可明火,燃气",2019/8/10 12:35:56,https://sz.shop.fang.com/zu/1_52628582.html,"114.234868,22.553193"
,45000元/月,月付,370㎡,,,,第2层(共2层),"精装修
                                ",临街门面 ,否,休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    龙岗中心城优优岛临街精装修 ","
                                    龙福西路96号优优岛儿童城 ",,,,,,停车位,2019/8/11 15:40:18,https://sz.shop.fang.com/zu/1_52628763.html,"114.242345,22.727017"
,15000元/月,押一付一,19㎡,,,,第1层(共1层),"毛坯
                                ",商业街商铺 ,否,"
                                    万科星城 ","
                                    广东省深圳市福田区 ",6.00米,6.00米,5.10米,,,4.5元/月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,燃气,外摆区",2019/8/14 16:47:33,https://sz.shop.fang.com/zu/1_52629283.html,"114.055036,22.521530"
10万元,9000元/月,押三付一,2003-01-01年,,嘉年华名苑商铺,,第1层(共20层),"简单装修
                                ",商业街商铺 ,是,"
                                    嘉年华名苑商铺 ",0平,6.50米,4.00米,3.50米,48个月,,7元/月,"网络,上水,下水,排烟",2019/8/15 1:22:01,https://sz.shop.fang.com/zu/1_52629328.html,
23万元,17000元/月,押二付一,30㎡,,18个月,,第1层(共5层),"精装修
                                ",临街门面 ,否,酒店宾馆，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    海滨社区 ","
                                    广东省深圳市南山区公园南路20号 ",3.85米,7.80米,4.80米,,租金已包含,"网络,上水,下水,可明火,排烟,排污,外摆区",2019/8/15 12:16:36,https://sz.shop.fang.com/zu/1_52629365.html,"114.066572,22.528196"
,2900元/月,月付,22㎡,,,,第1层(共1层),"简单装修
                                ",住宅底商 ,否,服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    布吉可园 ","
                                    湖西路 ",,,,,,,2019/8/12 21:41:05,https://sz.shop.fang.com/zu/1_52628979.html,"114.133666,22.601514"
,25000元/月,押一付三,270㎡,,,,第1层(共3层),"简装修
                                ",临街门面 ,否,家居建材,"
                                    洪发木材夹板店 ","
                                    广东省深圳市宝安区五和大道 ",30.00米,90.00米,5.00米,,2元/月,"网络,停车位,上水,下水,外摆区",2019/8/14 22:34:18,https://sz.shop.fang.com/zu/1_52629319.html,"114.075025,22.710575"
20万元,86000元/月,面议,950㎡,,54个月,,第5层(共26层),"精装修
                                ",写字楼配套底商 ,是,生活服务，美容美发，餐饮美食，休闲娱乐,"
                                    怡化金融科技大厦 ","
                                    广东省深圳市南山区学府路95 ",12.00米,60.00米,3.50米,,15元/月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,排污",2019/8/13 18:45:41,https://sz.shop.fang.com/zu/1_52629133.html,"113.936028,22.524462"
5万元,22000元/月,押一付二,850㎡,,36个月,,第1层(共2层),"简装修
                                ",临街门面 ,否,百货超市，家居建材，生活服务，餐饮美食，其他,"
                                    友谊医院 ","
                                    广东省深圳市福田区八卦三路 ",15.00米,17.00米,4.00米,,2.6元/月,,2019/7/24 21:35:16,https://sz.shop.fang.com/zu/1_52626013.html,"114.102799,22.561550"
45万元,4700元/月,押二付一,50㎡,,33个月,,第1层(共28层),"精装修
                                ",住宅底商 ,否,百货超市，服饰鞋包，生活服务，美容美发，餐饮美食,"
                                    中业爱民 ","
                                    广东省深圳市福田区农轩路55号 ",7.00米,7.00米,4.50米,,3元/月,"网络,停车位,扶梯,中央空调,上水,下水,可明火,排污,燃气,外摆区",2019/8/8 1:46:06,https://sz.shop.fang.com/zu/1_52628170.html,"114.059976,22.739386"
10万元,3600元/月,押二付一,0平,,36个月,,第1层(共1层),"精装修
                                ",临街门面 ,否,家居建材，服饰鞋包，生活服务，美容美发，餐饮美食,东方都会商铺,"
                                    沿河路与深南东路交汇处,沿河北路1003号 ",4.00米,5.00米,4.00米,,5.5元/月,"停车位,上水,下水,外摆区",2019/8/15 13:00:38,https://sz.shop.fang.com/zu/1_52629378.html,"114.142955,22.547900"
,4500元/月,面议,35㎡,,,,第1层(共8层),"精装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，美容美发，生活服务，家居建材,"
                                    盐田社区新三村 ","
                                    夜市街 ",,,,,,,2019/7/23 12:19:41,https://sz.shop.fang.com/zu/1_52625812.html,"113.860331,22.581169"
,35000元/月,面议,163㎡,,,,第1层(共1层),"精装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，家居建材，其他,"
                                    滨江新村 ","
                                    东园路 ",,,,,,,2019/8/12 20:07:42,https://sz.shop.fang.com/zu/1_52628971.html,"114.098464,22.535999"
,153900元/月,月付,2052㎡,,,,第2层(共4层),"毛坯
                                ",其他 ,否,酒店宾馆,"
                                    1956文化创意园 ","
                                    前海路与南头街交汇处 ",,,,,,"停车位,客梯",2019/8/14 8:58:24,https://sz.shop.fang.com/zu/1_52629171.html,"113.910375,22.771154"
,20000元/月,押二付一,0平,,,,第1层(共2层),"简装修
                                ",商业街商铺 ,是,百货超市，家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐，其他,天健现代城商铺,"
                                    龙岗中心城西区清林路和黄阁路交会处 ",8.00米,24.00米,6.00米,,4元/月,,2019/8/8 22:02:19,https://sz.shop.fang.com/zu/1_52628322.html,"114.221594,22.719511"
,25000元/月,押二付一,0平,,,,第1层(共2层),"简装修
                                ",商业街商铺 ,是,百货超市，家居建材，生活服务，餐饮美食，休闲娱乐，其他,鹏基公寓(八卦岭)商铺,"
                                    福田区八卦岭八卦二路 ",5.00米,16.00米,4.30米,,2.81元/月,"停车位,上水,下水,可明火,排污,外摆区",2019/8/13 22:32:32,https://sz.shop.fang.com/zu/1_52629157.html,"114.102911,22.559489"
14万元,2000元/月,押二付一,20㎡,,40个月,,第1层(共1层),"精装修
                                ",住宅底商 ,否,服饰鞋包，生活服务，美容美发，休闲娱乐，其他,"
                                    福星路 ","
                                    广东省深圳市福田区福田路32号 ",3.00米,6.00米,4.00米,,17元/月,"网络,停车位,客梯,货梯",2019/8/16 21:22:30,https://sz.shop.fang.com/zu/1_52629637.html,"114.082311,22.533632"
,2000元/月,面议,40㎡,,,,第1层(共7层),"简单装修
                                ",临街门面 ,是,服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，家居建材，其他,"
                                    宝翔电脑 ","
                                    西坑太围路15号 ",,,,,,停车位,2019/8/15 20:51:14,https://sz.shop.fang.com/zu/1_52629460.html,
,1000元/月,面议,16㎡,,,,第1层(共5层),"简单装修
                                ",商业街商铺 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，家居建材，其他,"
                                    爵士大厦 ","
                                    爵士大厦 ",,,,,,"网络,停车位,客梯,货梯",2019/8/15 9:13:25,https://sz.shop.fang.com/zu/1_52629332.html,"114.114870,22.539602"
3万元,1100元/月,押二付一,7㎡,,10个月,,第1层(共5层),"简装修
                                ",临街门面 ,否,餐饮美食,"
                                    精品凉菜卤味现捞 ","
                                    广东省深圳市龙岗区深惠路旁 ",4.00米,1.50米,3.50米,,租金已包含,停车位,2019/8/16 15:19:35,https://sz.shop.fang.com/zu/1_52629581.html,"113.922211,22.518460"
,45000元/月,月付,370㎡,,,,第1层(共2层),"精装修
                                ",临街门面 ,否,休闲娱乐，美容美发，生活服务，其他,"
                                    罗马公元 ","
                                    龙福西路96号优优岛儿童城 ",,,,,,停车位,2019/8/15 10:56:50,https://sz.shop.fang.com/zu/1_52629349.html,"114.233626,22.724104"
,15000元/月,面议,150㎡,,,,第1层(共5层),"毛坯
                                ",住宅底商 ,是,餐饮美食，服饰鞋包，休闲娱乐，生活服务，家居建材，其他,"
                                    科苑居 ","
                                    科苑居 ",,,,,,"网络,停车位",2019/8/15 18:31:15,https://sz.shop.fang.com/zu/1_52629442.html,"113.943352,22.542898"
3.8万元,1700元/月,押二付一,30㎡,,13个月,,第1层(共8层),"简单装修
                                ",住宅底商 ,否,百货超市，餐饮美食,"
                                    巧厨子酸菜鱼烤鱼店 ","
                                    广东省深圳市宝安区柏溪路40-1 ",2.60米,3.00米,2.80米,,租金已包含,"网络,扶梯,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/19 10:28:49,https://sz.shop.fang.com/zu/1_52629925.html,"114.029466,22.633656"
8.2万元,2500元/月,押一付一,0平,,24个月,,第1层(共4层),"简单装修
                                ",临街门面 ,否,服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,宏发君域商铺,"
                                    松岗107国道与沙江路交界处 ",4.00米,9.00米,3.50米,,0.1元/月,,2019/8/17 11:37:36,https://sz.shop.fang.com/zu/1_52629696.html,"113.839621,22.778312"
8.8万元,3900元/月,押一付二,54㎡,,12个月,,第1层(共5层),"简装修
                                ",临街门面 ,否,家居建材，服饰鞋包，生活服务，美容美发，其他,"
                                    发语形象设计 ","
                                    广东省深圳市宝安区大埔北路4号 ",6.00米,9.00米,4.00米,,70元/月,"网络,上水,下水",2019/8/19 17:15:58,https://sz.shop.fang.com/zu/1_52630024.html,"114.060637,22.639299"
,130元/月,月付,235㎡,,,,第1层(共7层),"简单装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市,"
                                    恒迪 ","
                                    平吉大道与佳业路交汇处 ",,,,,,停车位,2019/8/16 9:33:59,https://sz.shop.fang.com/zu/1_52629505.html,"113.941189,22.526531"
,3500元/月,押二付一,0平,,,,第1层(共1层),"简装修
                                ",临街门面 ,否,百货超市，家居建材，生活服务，美容美发，餐饮美食，休闲娱乐，其他,风临四季花园商铺,"
                                    深汕路金龙大酒店(规划中鸿基路旁) ",4.00米,12.00米,5.20米,,1元/月,,2019/8/14 17:00:26,https://sz.shop.fang.com/zu/1_52629284.html,"114.290870,22.727679"
,3000元/月,押二付一,60㎡,,,,第1层(共1层),"简单装修
                                ",住宅底商 ,否,百货超市，家居建材，生活服务，美容美发，餐饮美食，其他,"
                                    公明南庄 ","
                                    广东省深圳市光明区公明街道南庄新村二巷二十四号 ",10.00米,11.00米,3.50米,,50元/月,,2019/8/20 22:29:44,https://sz.shop.fang.com/zu/1_52630199.html,"113.907216,22.771983"
,60000元/月,月付,0平,,,,第2层(共3层),"精装修
                                ",商业街商铺 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，其他,保利文化广场商铺,"
                                    南山商业文化中心区 ",,,,,,"网络,暖气,停车位,客梯,货梯",2019/8/4 22:40:07,https://sz.shop.fang.com/zu/1_52627560.html,"113.938285,22.516546"
,2600元/月,季付,39㎡,,,,第1层(共9层),"简单装修
                                ",住宅底商 ,是,餐饮美食,"
                                    民乐新村煲仔饭店转让 ","
                                    民乐新村54 ",,,,,,"网络,停车位",2019/8/18 12:04:50,https://sz.shop.fang.com/zu/1_52629837.html,"113.870022,22.571261"
13.8万元,13000元/月,押三付一,120㎡,,13个月,,第1层(共1层),"精装修
                                ",临街门面 ,否,百货超市，家居建材，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    AGF汽车圈 ","
                                    广东省深圳市宝安区延康路44号 ",7.80米,15.50米,9.00米,,0.1元/月,"停车位,上水,下水,排污",2019/8/15 16:00:39,https://sz.shop.fang.com/zu/1_52629419.html,"114.121545,22.601241"
3.5万元,2000元/月,押一付一,40㎡,,20个月,,第1层(共5层),"简装修
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食,"
                                    精品凉菜 ","
                                    广东省深圳市龙岗区大园街31号 ",5.00米,15.00米,5.00米,,租金已包含,"停车位,燃气",2019/8/16 15:36:17,https://sz.shop.fang.com/zu/1_52629588.html,"114.099180,22.561896"
,60000元/月,月付,0平,,,,第2层(共3层),"精装修
                                ",商业街商铺 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市,保利文化广场商铺,"
                                    南山商业文化中心区 ",,,,,,"网络,停车位,客梯,货梯",2019/8/20 20:42:39,https://sz.shop.fang.com/zu/1_52630193.html,"113.938285,22.516546"
,45000元/月,面议,1000㎡,,,,第7层(共7层),"简装修
                                ",其他 ,是,生活服务,"
                                    深圳市时代明珠有限公司 ","
                                    碧新路2328号 ",,,,,,"停车位,客梯",2019/8/19 18:25:31,https://sz.shop.fang.com/zu/1_52630032.html,"114.263012,22.739311"
,150000元/月,押二付一,0平,,,,第1层(共2层),"精装修
                                ",其他 ,否,其他,宝安体育馆商铺,"
                                    深圳市宝安区新湖路 ",10.00米,20.00米,4.00米,,租金已包含,,2019/8/19 21:03:05,https://sz.shop.fang.com/zu/1_52630043.html,"113.882933,22.557867"
,50000元/月,押一付一,1002.15㎡,,,,第2层(共2层),"毛坯
                                ",住宅底商 ,否,"
                                    运发御景兰亭 ","
                                    广东省深圳市罗湖区仙桐路 ",100.00米,20.00米,4.00米,12个月,,租金已包含,,2019/8/21 9:24:10,https://sz.shop.fang.com/zu/1_52630221.html,"114.178242,22.565676"
,33000元/月,租金已包含,第1层(共4层),,,,简装修,其他,否,海岸大厦东座,,海德三道与文心五路交汇处,6.00米,12.00米,6.00米,,,77㎡,,2019/7/22 10:34:06,https://sz.shop.fang.com/zu/3_220142341.html,"113.937483,22.519214"
4.1万元,2400元/月,押一付一,98㎡,,15个月,,第1层(共21层),"简装修
                                ",临街门面 ,是,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    陕西面馆 ","
                                    广东省深圳市宝安区沙井和二二路超越五金厂 ",3.80米,13.00米,3.60米,,租金已包含,"网络,停车位,上水,下水,排烟,排污,外摆区",2019/8/21 1:29:46,https://sz.shop.fang.com/zu/1_52630211.html,"113.927730,22.547919"
,240000元/月,押二付一,0.00㎡,,,,第2层(共33层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金钟大厦商铺,南山区南海大道海雅百货旁,99.90米,4.00米,3.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/8/20 12:52:05,https://sz.shop.fang.com/zu/3_221031648.html,"113.928886,22.517873"
1万元,5000元/月,押一付二,65㎡,,11个月,,第8层(共32层),"精装修
                                ",写字楼配套底商 ,是,美容美发,"
                                    美甲美睫嫁接 ","
                                    广东省深圳市福田区中心五路18 ",63.00米,63.00米,3.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污",2019/8/22 19:00:25,https://sz.shop.fang.com/zu/1_52630467.html,"113.832218,22.696663"
,33600元/月,租金已包含,第1层(共1层),,,,简装修,商业街商铺,是,百货超市,振兴大厦,深南大道和前海路交届处,10.00米,5.00米,4.00米,,,420㎡,,2019/9/6 11:56:06,https://sz.shop.fang.com/zu/3_221492555.html,"113.914621,22.541585"
,600000元/月,租金已包含,第1层(共1层),,,,简装修,商业街商铺,是,百货超市,圣廷苑酒店,福田华强北路4002号(与红荔路交汇处),20.00米,40.00米,1.00米,,,3000㎡,,2019/8/16 9:50:10,https://sz.shop.fang.com/zu/3_220907402.html,"114.087580,22.549570"
,7500元/月,押一付一,160㎡,,,,第1层(共2层),"精装修
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐,"
                                    龙岗区丹平路临街门面 ","
                                    广东省深圳市龙岗区沙平北路479号 ",20.00米,10.00米,5.20米,,租金已包含,"网络,停车位,中央空调,下水,排污,外摆区",2019/8/13 1:49:32,https://sz.shop.fang.com/zu/1_52629001.html,"114.146470,22.657350"
,100000元/月,租金已包含,第1层(共4层),,,,简装修,商业街商铺,否,百货超市,振兴大厦（蛇口）,太子路61号,8.00米,12.00米,5.50米,,,600㎡,,2019/9/9 11:07:35,https://sz.shop.fang.com/zu/3_221578939.html,"113.915541,22.486299"
,102600元/月,押二付一,760㎡,,,,第8层(共33层),简装修,商业街商铺,否,百货超市,天虹总部大厦,东滨路与深圳湾中路交汇处,10.00米,10.00米,4.00米,,,"客梯,货梯,扶梯",2019/9/9 11:16:42,https://sz.shop.fang.com/zu/3_221579455.html,"113.940586,22.506296"
,325600元/月,押二付一,0.00㎡,,,,第2层(共32层),简装修,商业街商铺,否,餐饮美食,海上世界商铺,南山蛇口兴华路海上世界广场,5.00米,4.00米,3.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/4 15:34:02,https://sz.shop.fang.com/zu/3_221439121.html,"113.917012,22.483009"
,330560元/月,押二付一,2066㎡,,,,第9层(共19层),简装修,写字楼配套底商,否,,香蜜湖 农科绿洲商务大楼,红荔路与农林路交汇处,60.00米,50.00米,4.00米,,10.00元/㎡·月,"停车位,客梯,货梯,中央空调,上水,下水",2019/9/1 22:08:21,https://sz.shop.fang.com/zu/3_221369642.html,"114.026296,22.537113"
,512000元/月,押一付三,3200㎡,,,,第20层(共33层),简装修,商业街商铺,否,百货超市,海岸中心,福田中心区福田路24号,6.00米,8.00米,7.00米,,,"客梯,货梯,扶梯",2019/7/20 12:51:57,https://sz.shop.fang.com/zu/3_214310570.html,"114.077528,22.532404"
,10000元/月,租金已包含,2006-01-18,,,,毛坯,商业街商铺,否,五米阳光商铺,,客梯0个，货梯0个,1.00米,1.00米,1.00米,五米阳光商铺,0.00㎡,80㎡,,2019/8/12 15:15:22,https://sz.shop.fang.com/zu/3_220797808.html,
,63000元/月,押二付一,0.00㎡,,,,第1层(共2层),简装修,住宅底商,是,百货超市,锦绣大厦商铺,罗湖区文锦中路1010号,6.00米,15.00米,8.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,燃气",2019/9/10 21:07:59,https://sz.shop.fang.com/zu/3_221629886.html,"114.131735,22.548965"
,54000元/月,押一付三,300㎡,,,,第5层(共12层),简装修,商业街商铺,否,百货超市,花样年美年广场,南海大道与东滨路交汇处西南角,6.00米,8.00米,7.00米,,,"客梯,货梯,扶梯,燃气",2019/7/22 13:58:37,https://sz.shop.fang.com/zu/3_220150741.html,"113.920947,22.502956"
,110000元/月,押二付一,0.00㎡,,,,第2层(共20层),毛坯,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",仓前锦福苑商铺,南山区南新路东侧,5.00米,4.00米,3.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/4 15:33:26,https://sz.shop.fang.com/zu/3_221439104.html,"113.919470,22.527548"
,52000元/月,押三付一,0.00㎡,,,,第3层(共3层),精装修,商业街商铺,是,"百货超市,服饰鞋包,生活服务",鸿展广场,深圳市罗湖区人民北路与解放路交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,30.00元/㎡·月,"客梯,货梯",2019/9/9 12:20:20,https://sz.shop.fang.com/zu/3_221582470.html,"114.119442,22.545650"
,18000元/月,押二付一,50000.00㎡,220㎡,,,第1层(共2层),精装修,住宅底商,是,,御府名筑商铺,中心城龙平西路南、龙福路北，龙城中路西（南北药行旁）,10.00米,22.00米,6.00米,客梯4个，货梯2个,3.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,燃气",2019/8/20 19:10:24,https://sz.shop.fang.com/zu/3_221042844.html,"114.249775,22.728169"
,101866元/月,押二付一,310㎡,,,,第1层(共43层),精装修,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",阳光科创,南山前海东滨路与南新路交汇处,16.00米,12.00米,5.50米,,,"客梯,货梯,扶梯,燃气",2019/9/9 11:15:57,https://sz.shop.fang.com/zu/3_221579410.html,"113.810529,22.697319"
,50000元/月,押二付一,178㎡,,,,第1层(共1层),简装修,购物中心/百货,否,餐饮美食,佳华领汇,龙岗区-坂田,8.00米,6.00米,5.00米,,,"停车位,客梯,扶梯",2019/8/9 10:37:41,https://sz.shop.fang.com/zu/3_220697685.html,"114.058998,22.633313"
,29980元/月,押三付一,78㎡,,,,第1层(共3层),毛坯,商业街商铺,否,"休闲娱乐,生活服务,美容美发,服饰鞋包",大冲都市花园,广东省深圳市南山区科发路,8.00米,6.00米,5.60米,,50.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",2019/8/27 19:48:08,https://sz.shop.fang.com/zu/3_221237517.html,"113.953215,22.543756"
,13200元/月,押二付一,44㎡,,,,第1层(共3层),毛坯,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",前海卓越时代广场,宝华路与海天路交叉口,3.00米,9.00米,5.00米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/9 10:22:37,https://sz.shop.fang.com/zu/3_220696159.html,"113.901792,22.569506"
,7800元/月,押二付一,587274.00㎡,,,,第17层(共41层),精装修,住宅底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",万科天誉商铺,区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,3.00米,16.00米,3.00米,客梯0个，货梯0个,3.98元/㎡·月,"停车位,客梯,中央空调,上水,下水,可明火,排烟,排污",2019/7/20 11:06:26,https://sz.shop.fang.com/zu/3_220086412.html,"114.229257,22.702860"
,48000元/月,租金已包含,暂无,,,,毛坯,购物中心/百货,否,鸿荣源壹城中心商铺,,客梯0个，货梯0个,6.00米,10.00米,5.76米,鸿荣源壹城中心商铺,600000.00㎡,80㎡,,2019/8/13 19:55:19,https://sz.shop.fang.com/zu/3_220836393.html,
,8000元/月,押二付一,35㎡,,,,第1层(共3层),毛坯,住宅底商,否,,红禧公馆商铺,红禧公馆,6.00米,5.00米,5.90米,,25.00元/㎡·月,"停车位,客梯,货梯,扶梯,上水,下水,可明火,排烟,排污,外摆区",2019/7/23 18:44:25,https://sz.shop.fang.com/zu/3_220191529.html,"113.851312,22.597540"
,140000元/月,租金已包含,第2层(共33层),,,,简装修,商业街商铺,否,南山一品,,东滨路4076号,9.00米,20.00米,5.00米,,,700㎡,,2019/8/15 23:44:17,https://sz.shop.fang.com/zu/3_220904182.html,"113.919410,22.508170"
,38000元/月,押二付一,0.00㎡,,,,第1层(共1层),简装修,商业街商铺,否,百货超市,海印长城商铺,后海大道与文心二路交汇处,6.00米,12.00米,5.20米,客梯0个，货梯0个,,"客梯,货梯,扶梯",2019/9/9 11:16:06,https://sz.shop.fang.com/zu/3_221579418.html,"113.931400,22.517415"
,49500元/月,押二付一,0.00㎡,,,,第6层(共6层),简装修,商业街商铺,是,百货超市,永乐新村商铺,蛇口东角头后海大道6号,6.00米,8.00米,7.00米,客梯0个，货梯0个,5.00元/㎡·月,"客梯,货梯,扶梯",2019/7/22 12:38:34,https://sz.shop.fang.com/zu/3_220148581.html,"113.936500,22.487961"
