zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url
,60000元/月,押一付三,0.00㎡,,,,第1层(共1层),毛坯,住宅底商,否,,和平花园商铺,宝安区龙华和平西路,10.00米,15.50米,5.00米,客梯0个，货梯0个,25.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/29 14:22:04,https://sz.shop.fang.com/zu/3_220368853.html
,173880元/月,押二付一,0.00㎡,,,,第1层(共58层),简装修,写字楼配套底商,否,"生活服务,餐饮美食",联合广场商铺,福田区滨河大道5022号,20.00米,30.00米,5.10米,客梯0个，货梯0个,24.50元/㎡·月,"网络,客梯,货梯,扶梯,中央空调,上水,下水,排烟,燃气",2019/8/22 16:09:51,https://sz.shop.fang.com/zu/3_221096110.html
,152750元/月,押一付三,118790.00㎡,,,,第3层(共3层),简装修,写字楼配套底商,否,生活服务,卓越时代广场商铺,中心区益田路与福华路交汇处,60.00米,10.00米,5.00米,客梯16个，货梯0个,16.00元/㎡·月,"网络,停车位,中央空调,上水,下水",2019/9/3 17:07:32,https://sz.shop.fang.com/zu/3_221415271.html
,200000元/月,租金已包含,第6层(共6层),,,,简装修,商业街商铺,否,振兴大厦,,深南大道和前海路交届处,5.00米,4.00米,3.00米,,,2000㎡,,2019/9/10 19:25:39,https://sz.shop.fang.com/zu/3_221627034.html
,128900元/月,租金已包含,2006-01-01,,,,简装修,其他,否,时代财富大厦商铺,,客梯0个，货梯0个,10.00米,20.00米,4.00米,时代财富大厦商铺,0.00㎡,758㎡,,2019/8/15 23:50:18,https://sz.shop.fang.com/zu/3_220904225.html
,309600元/月,押二付一,0.00㎡,,,,第1层(共29层),精装修,写字楼配套底商,否,银行，证券,凤凰大厦商铺,福田区深南大道2008号,30.00米,15.00米,4.10米,客梯0个，货梯0个,16.00元/㎡·月,"停车位,客梯,货梯,扶梯,中央空调,上水,下水",2019/8/22 16:19:45,https://sz.shop.fang.com/zu/3_221096748.html
,85000元/月,押二付一,0.00㎡,,,,第1层(共1层),精装修,写字楼配套底商,否,"休闲娱乐,餐饮美食",天利中央商务广场商铺,南山环北路与后海路交汇处,15.00米,10.00米,5.80米,客梯0个，货梯0个,22.00元/㎡·月,"暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/19 11:09:56,https://sz.shop.fang.com/zu/3_220999736.html
,2400元/月,押一付三,587274.00㎡,43㎡,,,第1层(共2层),精装修,住宅底商,否,生活服务,万科天誉商铺,区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,3.00米,11.00米,3.00米,客梯0个，货梯0个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,排烟,排污,燃气",2019/7/22 19:38:13,https://sz.shop.fang.com/zu/3_220162334.html
,30000元/月,押二付一,0.00㎡,,,,第1层(共1层),毛坯,住宅底商,否,"家居建材,服饰鞋包,生活服务,美容美发,餐饮美食",花园城三期一号商铺,蛇口公园路和工业八路的交汇处,10.00米,6.00米,4.50米,客梯0个，货梯0个,2.80元/㎡·月,"网络,停车位,燃气",2019/7/30 15:56:24,https://sz.shop.fang.com/zu/3_220401346.html
,21000元/月,押一付三,587274.00㎡,,,,第1层(共2层),毛坯,住宅底商,否,"百货超市,生活服务,美容美发,餐饮美食,休闲娱乐",万科天誉商铺,区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,4.00米,10.00米,5.10米,客梯0个，货梯0个,10.00元/㎡·月,"网络,停车位,上水,下水,可明火,排烟,排污,燃气",2019/7/22 17:52:40,https://sz.shop.fang.com/zu/3_220159512.html
,10800元/月,押二付一,60㎡,,,,第1层(共3层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",open mall红禧公馆,固戍地铁站A出口,4.00米,10.00米,6.00米,,18.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/20 11:57:14,https://sz.shop.fang.com/zu/3_221029793.html
,18200元/月,押一付三,587274.00㎡,46㎡,,,第1层(共2层),毛坯,住宅底商,否,"百货超市,生活服务,美容美发",万科天誉商铺,区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,5.00米,9.00米,3.00米,客梯0个，货梯0个,10.00元/㎡·月,"网络,客梯,上水,下水,排烟,排污,燃气",2019/7/22 17:20:28,https://sz.shop.fang.com/zu/3_220158585.html
,57850元/月,租金已包含,2006-12-15,,,,简装修,其他,否,新德家园商铺,,客梯0个，货梯0个,6.00米,8.00米,7.00米,新德家园商铺,0.00㎡,65㎡,,2019/9/2 23:23:23,https://sz.shop.fang.com/zu/3_221396481.html
,85000元/月,押二付一,0.00㎡,,,,第1层(共1层),精装修,写字楼配套底商,否,"餐饮美食,休闲娱乐",天利中央商务广场商铺,南山环北路与后海路交汇处,15.00米,10.00米,5.80米,客梯0个，货梯0个,22.00元/㎡·月,"暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/25 10:58:16,https://sz.shop.fang.com/zu/3_221169720.html
,15723元/月,押二付一,0.00㎡,,,,第1层(共1层),毛坯,住宅底商,否,,金地龙城中央商铺,深圳龙岗大道与龙城大道交汇处,6.00米,8.00米,5.10米,客梯0个，货梯0个,10.00元/㎡·月,,2019/8/27 10:19:03,https://sz.shop.fang.com/zu/3_221217742.html
,15360元/月,押一付三,48㎡,,,,第1层(共1层),毛坯,住宅底商,否,,前海卓越时代广场,前海卓越时代广场,6.00米,7.00米,5.10米,,30.00元/㎡·月,"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/23 18:47:28,https://sz.shop.fang.com/zu/3_220191621.html
,10000元/月,押二付一,50㎡,,,,第25层(共25层),简装修,写字楼配套底商,否,"美容美发,休闲娱乐",深业泰然大厦【商铺】,泰然九路与泰然八路交汇处,6.00米,8.00米,7.00米,,15.00元/㎡·月,"停车位,上水,下水",2019/9/1 22:16:21,https://sz.shop.fang.com/zu/3_221369720.html
,144000元/月,押二付一,37685.00㎡,,,,第2层(共30层),精装修,写字楼配套底商,是,,银座国际商铺,深南大道与香蜜湖路交汇,30.00米,40.00米,4.00米,客梯0个，货梯0个,7.80元/㎡·月,扶梯,2019/9/4 16:38:07,https://sz.shop.fang.com/zu/3_221441083.html
,98967元/月,押二付一,250000.00㎡,,,,第31层(共36层),简装修,其他,否,,天利名城,海德三道天利中央商务广场,6.00米,8.00米,7.00米,客梯0个，货梯0个,5.00元/㎡·月,,2019/8/22 12:21:04,https://sz.shop.fang.com/zu/3_221088908.html
,155000元/月,押二付一,0.00㎡,,,,第1层(共2层),精装修,商业街商铺,否,"休闲娱乐,美容美发,餐饮美食,服饰鞋包,生活服务,百货超市",愉康大厦商铺,南山大道与学府路交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/9 9:35:45,https://sz.shop.fang.com/zu/3_221574618.html
,130000元/月,租金已包含,第25层(共54层),,,,毛坯,其他,否,水湾1979,,荔园路8号,6.00米,8.00米,7.00米,,,1000㎡,,2019/9/1 20:43:29,https://sz.shop.fang.com/zu/3_221367623.html
,78000元/月,押二付一,120㎡,,,,第1层(共2层),简装修,商业街商铺,否,,海岸城,文心五路33号,6.00米,8.00米,7.00米,,,,2019/7/22 21:28:36,https://sz.shop.fang.com/zu/3_220165939.html
,136900元/月,押二付一,1800㎡,,,,第2层(共2层),毛坯,写字楼配套底商,否,生活服务,尔体,翻身路,6.00米,8.00米,7.00米,,7.00元/㎡·月,"网络,停车位,客梯,货梯,上水,下水,排烟,排污,燃气",2019/8/22 11:58:21,https://sz.shop.fang.com/zu/3_221088060.html
,13000元/月,押一付三,60㎡,,,,第1层(共3层),毛坯,商业街商铺,否,"生活服务,美容美发,餐饮美食",红禧公馆,红禧公馆,6.00米,7.00米,5.10米,,8.00元/㎡·月,"停车位,客梯,货梯,扶梯,上水,下水,可明火,排烟,排污,外摆区",2019/7/14 10:47:46,https://sz.shop.fang.com/zu/3_219905156.html
,360000元/月,押二付一,1000㎡,,,,第1层(共8层),简装修,商业街商铺,否,"生活服务,休闲娱乐",振兴大厦（蛇口）,太子路61号,33.00米,26.00米,4.00米,,,"客梯,货梯,扶梯",2019/9/9 11:15:56,https://sz.shop.fang.com/zu/3_221579407.html
,27000元/月,押二付一,90㎡,,,,第1层(共3层),毛坯,写字楼配套底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",前海卓越时代广场,宝华路与海天路交叉口,4.00米,10.00米,6.00米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/2 17:40:52,https://sz.shop.fang.com/zu/3_221389632.html
,144000元/月,押二付一,37685.00㎡,,,,第2层(共30层),精装修,写字楼配套底商,是,,银座国际商铺,深南大道与香蜜湖路交汇,20.00米,24.00米,4.00米,客梯0个，货梯0个,7.80元/㎡·月,扶梯,2019/9/4 16:42:03,https://sz.shop.fang.com/zu/3_221441166.html
,104000元/月,押三付一,1300㎡,1025㎡,,,第1层(共6层),简装修,商业街商铺,是,"生活服务,餐饮美食",华强北上步工业区,红荔路与华福路交汇处,36.00米,20.00米,4.80米,,5.00元/㎡·月,"停车位,上水,下水",2019/9/1 21:51:40,https://sz.shop.fang.com/zu/3_221369140.html
,783元/月,押二付一,587274.00㎡,,,,第1层(共40层),精装修,住宅底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",万科天誉商铺,区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,4.00米,8.00米,6.00米,客梯0个，货梯0个,10.00元/㎡·月,"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/31 11:12:44,https://sz.shop.fang.com/zu/3_221330722.html
,100000元/月,租金已包含,1980-01-01,,,,简装修,其他,否,海上世界商铺,,客梯0个，货梯0个,15.00米,15.00米,4.50米,海上世界商铺,0.00㎡,240㎡,,2019/9/1 20:57:51,https://sz.shop.fang.com/zu/3_221368176.html
,270000元/月,押二付一,0.00㎡,,,,第1层(共24层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",海印长城商铺,后海大道与文心二路交汇处,5.00米,4.00米,3.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/8/20 11:05:07,https://sz.shop.fang.com/zu/3_221027602.html
,6300元/月,押二付一,35㎡,,,,第1层(共3层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",open mall红禧公馆,固戍地铁站A出口,4.00米,10.00米,6.00米,,18.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/23 10:55:23,https://sz.shop.fang.com/zu/3_221115381.html
,73200元/月,押二付一,0.00㎡,,,,第1层(共1层),毛坯,住宅底商,否,,和平花园商铺,宝安区龙华和平西路,12.00米,13.50米,5.00米,客梯0个，货梯0个,25.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/29 14:26:48,https://sz.shop.fang.com/zu/3_220368984.html
,259200元/月,押二付一,5400㎡,,,,第1层(共1层),毛坯,其他,否,酒店宾馆,幸福公寓,沙井街道,50.00米,36.00米,4.50米,,6.00元/㎡·月,"网络,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/31 14:53:28,https://sz.shop.fang.com/zu/3_221336957.html
,200000元/月,租金已包含,第6层(共6层),,,,简装修,商业街商铺,否,振兴大厦,,深南大道和前海路交届处,5.00米,4.00米,3.00米,,,2000㎡,,2019/9/9 11:01:32,https://sz.shop.fang.com/zu/3_221578610.html
,99000元/月,押二付一,0.00㎡,,,,第1层(共33层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",科创商务中心商铺,华侨城与科技园之间,20.00米,15.00米,6.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/4 15:33:09,https://sz.shop.fang.com/zu/3_221439079.html
,120000元/月,租金已包含,第1层(共1层),,,,简装修,其他,否,振兴大厦（蛇口）,,太子路61号,12.00米,10.00米,5.50米,,,600㎡,,2019/9/9 10:57:27,https://sz.shop.fang.com/zu/3_221578371.html
,90000元/月,押二付一,0.00㎡,,,,第1层(共1层),简装修,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发",常兴时代广场商铺,南山区常兴北路与桃源路交汇处,15.00米,15.00米,4.50米,客梯0个，货梯0个,,"客梯,货梯,扶梯",2019/9/9 11:15:16,https://sz.shop.fang.com/zu/3_221579356.html
,4800元/月,押二付一,60㎡,,,,第1层(共1层),毛坯,住宅底商,否,,深航幸福花园,福永桥头,5.00米,12.00米,4.50米,,6.00元/㎡·月,"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/9 21:57:13,https://sz.shop.fang.com/zu/3_221600456.html
,100000元/月,押二付一,0.00㎡,,,,第1层(共1层),精装修,写字楼配套底商,否,"百货超市,家居建材,生活服务,美容美发,餐饮美食,休闲娱乐",花园城五期商铺,沿山路东，南海大道西，工业八路南,30.00米,11.00米,7.50米,客梯0个，货梯0个,3.20元/㎡·月,"停车位,中央空调,上水,下水,排烟,排污",2019/7/19 20:53:15,https://sz.shop.fang.com/zu/3_220073497.html
,8460元/月,押二付一,47㎡,,,,第1层(共3层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",open mall红禧公馆,固戍地铁站A出口,4.00米,8.00米,5.00米,,18.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/15 11:12:06,https://sz.shop.fang.com/zu/3_220881084.html
,1916340元/月,押一付三,31939㎡,,,,第1层(共6层),简装修,其他,是,,海云天产业园,大鹏新区,99.00米,99.00米,8.00米,,3.00元/㎡·月,,2019/8/3 18:37:55,https://sz.shop.fang.com/zu/3_220528162.html
,11000元/月,押一付三,50㎡,,,,第1层(共1层),简装修,商业街商铺,否,百货超市,碧桂园领寓,深圳市宝安区宝安福永街道白石厦(107国道东侧,5.00米,4.00米,3.00米,,,暖气,2019/8/28 9:36:26,https://sz.shop.fang.com/zu/3_221244551.html
,20700元/月,押二付一,69㎡,,,,第1层(共3层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",前海卓越时代广场,宝华路与海天路交叉口,4.00米,11.00米,5.00米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/10 10:47:35,https://sz.shop.fang.com/zu/3_220730973.html
,10000元/月,租金已包含,第1层(共1层),,,,毛坯,住宅底商,否,佳兆业可园,,布吉镇布沙路和布龙路的交汇处,4.00米,10.00米,6.00米,,,42㎡,,2019/8/15 17:35:28,https://sz.shop.fang.com/zu/3_220895264.html
,32000元/月,押一付三,197801.50㎡,,,,第1层(共1层),精装修,写字楼配套底商,否,"生活服务,餐饮美食",大中华国际金融中心商铺,深南大道与彩田路交汇处东南角(深南大道南侧岗厦公交站旁),10.00米,5.00米,4.00米,客梯0个，货梯0个,8.80元/㎡·月,"停车位,中央空调,上水,下水,燃气",2019/8/2 20:14:54,https://sz.shop.fang.com/zu/3_220502092.html
,32000元/月,面议,0.00㎡,,,,第5层(共28层),简装修,商业街商铺,否,,缤纷假日豪园商铺,海德二路与南光路交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,,,2019/9/6 9:52:08,https://sz.shop.fang.com/zu/3_221485003.html
,15000元/月,押二付一,100㎡,,,,第1层(共1层),毛坯,临街门面,否,"餐饮美食,休闲娱乐",吉祥花园,南山桃源站,8.00米,12.50米,5.30米,,20.00元/㎡·月,"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/9 22:07:25,https://sz.shop.fang.com/zu/3_221600748.html
,95750元/月,租金已包含,第9层(共9层),,,,简装修,住宅底商,否,海翔广场,,蛇口荔园路以西南海大道以东与工业七路交..,20.00米,4.00米,20.00米,,,766㎡,,2019/9/9 11:02:37,https://sz.shop.fang.com/zu/3_221578668.html
,44472元/月,押一付三,148.24㎡,,,,第1层(共1层),毛坯,写字楼配套底商,否,,前海卓越时代广场,前海卓越时代广场,8.40米,10.25米,5.10米,,30.00元/㎡·月,,2019/7/23 18:31:12,https://sz.shop.fang.com/zu/3_220191145.html
,8500元/月,押一付三,66.02㎡,,,,第1层(共2层),毛坯,商业街商铺,否,"美容美发,餐饮美食,服饰鞋包,生活服务,百货超市",御府名筑,正中时代广场,6.00米,13.00米,9.00米,,10.00元/㎡·月,"停车位,货梯,扶梯,上水,下水,排烟,排污",2019/8/28 16:35:14,https://sz.shop.fang.com/zu/3_221259380.html
,7200元/月,押二付一,0.00㎡,39㎡,,,第1层(共4层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",弘雅花园商铺,宝安区宝安中心29区宝民路上川路口,5.00米,8.00米,5.00米,客梯0个，货梯0个,8.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/10 16:29:12,https://sz.shop.fang.com/zu/3_221622206.html
,15000元/月,押一付三,50㎡,,,,第1层(共1层),简装修,商业街商铺,否,百货超市,鸿荣源壹成中心,东环一路与梅龙路交叉口,6.00米,8.00米,7.00米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯",2019/7/22 19:11:22,https://sz.shop.fang.com/zu/3_220161646.html
,33600元/月,租金已包含,第1层(共1层),,,,简装修,商业街商铺,是,百货超市,振兴大厦,深南大道和前海路交届处,10.00米,5.00米,4.00米,,,420㎡,,2019/9/6 10:57:38,https://sz.shop.fang.com/zu/3_221489156.html
,200000元/月,租金已包含,第6层(共6层),,,,简装修,商业街商铺,否,振兴大厦,,深南大道和前海路交届处,5.00米,4.00米,3.00米,,,2000㎡,,2019/9/9 11:08:29,https://sz.shop.fang.com/zu/3_221578995.html
18万元,32000元/月,押二付一,300000.00㎡,,3个月,空转,第1层(共28层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",海岸城东座商铺,海德三道与文心五路交汇处,4.80米,8.00米,6.00米,客梯0个，货梯0个,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/11 9:51:24,https://sz.shop.fang.com/zu/3_221635781.html
,17250元/月,押二付一,69㎡,,,,第1层(共3层),毛坯,临街门面,否,"美容美发,餐饮美食,服饰鞋包,生活服务,酒店宾馆,家居建材,百货超市,休闲娱乐",前海卓越时代广场,宝华路与海天路交叉口,6.00米,8.00米,7.00米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/22 21:16:55,https://sz.shop.fang.com/zu/3_220165488.html
,312000元/月,押一付一,420000.00㎡,,,,第2层(共2层),毛坯,住宅底商,否,"百货超市,休闲娱乐",金地梅陇镇商铺,龙华镇梅龙大道与布龙公路交汇处,30.00米,20.00米,6.00米,客梯0个，货梯0个,2.38元/㎡·月,"网络,停车位,客梯,货梯,扶梯,上水,下水",2019/8/17 15:46:44,https://sz.shop.fang.com/zu/3_220953341.html
,400000元/月,押二付一,2000㎡,,,,第1层(共4层),简装修,住宅底商,否,百货超市,公园道大厦,创业路与南海大道交汇处,20.00米,40.00米,5.00米,,,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/1 16:44:18,https://sz.shop.fang.com/zu/3_221362175.html
,12420元/月,押二付一,69㎡,,,,第1层(共3层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",open mall红禧公馆,固戍地铁站A出口,4.00米,10.00米,6.00米,,18.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/21 12:04:13,https://sz.shop.fang.com/zu/3_221058270.html
,220000元/月,押一付三,46000.00㎡,,,,第1层(共1层),精装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",城建购物公园,福田中心区民田路,6.00米,8.00米,7.00米,客梯0个，货梯0个,8.60元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/7 19:34:57,https://sz.shop.fang.com/zu/3_221542532.html
,15000元/月,押一付三,85000.00㎡,,,,第18层(共28层),简装修,商业街商铺,否,"美容美发,休闲娱乐,生活服务",海岸城西座商铺,海德三道与文心五路交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,26.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污",2019/7/22 21:24:21,https://sz.shop.fang.com/zu/3_220165755.html
,48000元/月,押一付三,441399.00㎡,,,,第1层(共1层),毛坯,住宅底商,是,,宝能太古城商铺,工业八路与中心路交汇处,6.00米,8.00米,7.00米,客梯6个，货梯6个,3.60元/㎡·月,,2019/7/20 16:00:24,https://sz.shop.fang.com/zu/3_220097361.html
,228000元/月,租金已包含,第8层(共8层),,,,简装修,其他,否,阳光科创,,南山前海东滨路与南新路交汇处,6.00米,8.00米,7.00米,,,760㎡,,2019/9/2 23:21:17,https://sz.shop.fang.com/zu/3_221396442.html
,68000元/月,租金已包含,第4层(共50层),,,,简装修,商业街商铺,否,海岸中心,,福田区福田路24号,5.00米,4.00米,3.00米,,,518㎡,,2019/9/10 19:31:54,https://sz.shop.fang.com/zu/3_221627246.html
,13320元/月,押二付一,74㎡,,,,第1层(共3层),毛坯,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",open mall红禧公馆,固戍地铁站A出口,4.00米,10.00米,6.00米,,18.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/22 10:48:22,https://sz.shop.fang.com/zu/3_221084448.html
,19200元/月,押二付一,64㎡,,,,第1层(共3层),毛坯,写字楼配套底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",前海卓越时代广场,宝华路与海天路交叉口,4.00米,10.00米,6.00米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/4 11:31:26,https://sz.shop.fang.com/zu/3_221432174.html
,7000元/月,押二付一,41㎡,,,,第1层(共3层),毛坯,商业街商铺,否,"美容美发,餐饮美食,休闲娱乐",红禧公馆,红禧公馆,4.00米,6.00米,4.00米,,8.00元/㎡·月,"网络,停车位,客梯,货梯,扶梯,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/22 11:52:20,https://sz.shop.fang.com/zu/3_220146737.html
,34038元/月,押一付二,56.73㎡,,,,第1层(共2层),毛坯,商业街商铺,否,万能铺无业态限制,前海卓越时代广场,前海卓越时代广场,6.00米,8.00米,7.00米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/22 21:30:25,https://sz.shop.fang.com/zu/3_220166004.html
,109080元/月,租金已包含,2007-01-01,,,,简装修,商业街商铺,否,百货超市,现代国际大厦商铺,客梯0个，货梯0个,5.00米,4.00米,3.00米,现代国际大厦商铺,0.00㎡,606㎡,,2019/9/9 11:06:35,https://sz.shop.fang.com/zu/3_221578891.html
,60000元/月,押二付一,400㎡,,,,第1层(共33层),简装修,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",海韵嘉园,深圳市南山区望海路1088号,9.00米,20.00米,6.00米,,租金已包含,"停车位,客梯,货梯,扶梯,燃气",2019/8/20 17:03:50,https://sz.shop.fang.com/zu/3_221039246.html
,7000元/月,押二付一,40㎡,,,,第1层(共3层),毛坯,商业街商铺,否,"美容美发,餐饮美食,休闲娱乐",红禧公馆,红禧公馆,4.00米,7.00米,4.50米,,8.00元/㎡·月,"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/21 18:57:46,https://sz.shop.fang.com/zu/3_220129766.html
,18000元/月,押二付一,100㎡,,,,第1层(共1层),简装修,住宅底商,是,百货超市,碧桂园领寓,福永街道107国道东侧,10.00米,10.00米,5.00米,,5.00元/㎡·月,"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/10 16:30:25,https://sz.shop.fang.com/zu/3_221622247.html
,44000元/月,押一付三,144000.00㎡,,,,第5层(共6层),简装修,商业街商铺,否,"休闲娱乐,美容美发,餐饮美食,生活服务",保利文化广场商铺,南山商业文化中心区,6.00米,8.00米,7.00米,客梯0个，货梯0个,40.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/9 9:44:12,https://sz.shop.fang.com/zu/3_221574932.html
,130000元/月,押三付一,1000㎡,,,,第25层(共54层),毛坯,其他,否,,水湾1979,太子路,6.00米,8.00米,7.00米,,35.00元/㎡·月,,2019/7/20 12:51:57,https://sz.shop.fang.com/zu/3_214310472.html
,44112元/月,押一付二,73.52㎡,,,,第1层(共2层),毛坯,商业街商铺,否,万能铺无业态限制,前海卓越时代广场,前海卓越时代广场,4.20米,12.45米,5.10米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/20 19:29:29,https://sz.shop.fang.com/zu/3_220103447.html
,140000元/月,租金已包含,第2层(共3层),,,,简装修,商业街商铺,是,百货超市,南山一品,东滨路4076号,9.00米,20.00米,5.00米,,,700㎡,,2019/7/22 10:36:26,https://sz.shop.fang.com/zu/3_220142455.html
,32000元/月,押二付一,0.00㎡,,,,第1层(共1层),毛坯,住宅底商,否,,和平花园商铺,宝安区龙华和平西路,6.00米,3.00米,5.00米,客梯0个，货梯0个,25.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/29 14:16:43,https://sz.shop.fang.com/zu/3_220368640.html
,300000元/月,租金已包含,第1层(共2层),,,,简装修,其他,否,万科前海企业公馆,,前海深港合作区前湾一路63号,5.00米,4.00米,3.00米,,,1000㎡,,2019/8/15 23:56:15,https://sz.shop.fang.com/zu/3_220904230.html
