zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url,location_coords
,48000元/月,押二付三,0.00㎡,,,,第1层(共1层),精装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",保利中央公园商铺,望京东园七区,10.00米,20.00米,5.20米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/15 20:24:32,https://shop.fang.com/zu/3_437432515.html,"116.490141,39.995086"
,7000元/月,押二付三,100000.00㎡,,,,第2层(共2层),精装修,写字楼配套底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",建外SOHO商铺,东三环中路39号,6.00米,16.00米,3.60米,客梯12个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/9/9 8:38:38,https://shop.fang.com/zu/3_438499261.html,"116.458705,39.906458"
,38000元/月,押二付三,100000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",建外SOHO商铺,东三环中路39号,10.00米,28.00米,3.60米,客梯12个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/9/11 8:36:18,https://shop.fang.com/zu/3_438575487.html,"116.458705,39.906458"
,21000元/月,押二付三,120000.00㎡,,,,第3层(共28层),毛坯,住宅底商,否,,三里屯SOHO商铺,三里屯工体北路南侧，南三里屯路西侧,6.00米,8.00米,4.60米,客梯0个，货梯0个,30.00元/㎡·月,,2019/9/10 10:16:30,https://shop.fang.com/zu/3_433055132.html,"116.461056,39.949984"
,25000元/月,押二付三,100000.00㎡,,,,第3层(共30层),精装修,其他,否,,建外SOHO商铺,东三环中路39号,10.00米,15.00米,3.00米,客梯12个，货梯2个,租金已包含,"上水,下水",2019/8/13 9:40:36,https://shop.fang.com/zu/3_437299543.html,"116.458705,39.906458"
,18000元/月,押一付三,584084.00㎡,,,,第1层(共1层),简装修,商业街商铺,是,百货超市,通州万达广场商铺,新华西街与北苑南路交叉口东南角,4.50米,9.00米,5.70米,客梯0个，货梯0个,,"网络,暖气,停车位,客梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/20 16:50:14,https://shop.fang.com/zu/3_427450293.html,"116.226850,39.905888"
,89649元/月,押二付三,330000.00㎡,,,,第2层(共3层),精装修,写字楼配套底商,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",银河SOHO商铺,小牌坊胡同甲七号,18.00米,28.00米,5.20米,客梯18个，货梯6个,33.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/24 9:38:25,https://shop.fang.com/zu/3_436260404.html,"116.433366,39.920552"
,660000元/月,押三付三,2200㎡,,,,第1层(共22层),毛坯,住宅底商,是,,丽泽商务区,丽泽路与戏曲交汇处,18.00米,10.00米,5.40米,,租金已包含,"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/6 11:10:40,https://shop.fang.com/zu/3_438390441.html,"116.324581,39.863892"
,1584000元/月,押三付三,106000.00㎡,5999㎡,,,第1层(共1层),毛坯,商业街商铺,否,,望京时代中央广场,望京阜荣大街10号楼(广顺南大街与阜通西大街交叉路口东南角),0.10米,0.10米,0.10米,客梯10个，货梯4个,租金已包含,"网络,暖气,停车位,客梯,货梯",2019/7/28 10:37:45,https://shop.fang.com/zu/3_436476428.html,"116.601144,39.948574"
,412500元/月,押一付三,550㎡,363㎡,,,第1层(共16层),毛坯,住宅底商,否,"家居建材,服饰鞋包,生活服务",民生金融中心,北京市东城区建国门内大街28号,16.00米,24.00米,5.00米,,45.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水",2019/7/29 14:38:32,https://shop.fang.com/zu/3_436530972.html,"116.419626,39.906991"
,42840元/月,押二付三,238㎡,,,,第1层(共2层),简装修,其他,否,,百子湾广渠路梦谷,竞园,11.00米,16.00米,3.50米,,租金已包含,"暖气,中央空调,上水,下水",2019/8/28 18:58:50,https://shop.fang.com/zu/3_438018797.html,"116.558795,39.894691"
,32385元/月,押一付三,392265.00㎡,,,,第1层(共35层),精装修,写字楼配套底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,餐饮美食,休闲娱乐",望京SOHO商业,望京街与阜安西路交叉路口（望京街中部）,5.00米,4.00米,3.00米,客梯4个，货梯2个,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/10 20:29:08,https://shop.fang.com/zu/3_438569360.html,"116.481050,39.996794"
,17850元/月,押一付三,584084.00㎡,,,,第1层(共1层),简装修,写字楼配套底商,是,餐饮美食,通州万达广场商铺,新华西街与北苑南路交叉口东南角,4.50米,10.00米,5.70米,客梯0个，货梯0个,,"网络,停车位,客梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/20 16:50:29,https://shop.fang.com/zu/3_427449743.html,"116.226850,39.905888"
,6230745元/月,押三付三,12461.49㎡,,,,第1层(共33层),毛坯,住宅底商,否,"百货超市,家居建材,生活服务,美容美发,餐饮美食,休闲娱乐",润世中心,朝阳区天泽路16号院,100.00米,30.00米,5.20米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/14 16:18:08,https://shop.fang.com/zu/3_422862973.html,"116.471520,39.955403"
,39000元/月,押二付三,0.00㎡,,,,第1层(共1层),精装修,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",保利中央公园商铺,望京东园七区,8.00米,12.00米,4.80米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/24 14:59:15,https://shop.fang.com/zu/3_437849755.html,"116.490141,39.995086"
,144000元/月,面议,282300.00㎡,,,,第1层(共2层),精装修,临街门面,是,,石景山万达广场商铺,石景山路与鲁谷大街交汇处西南角,10.00米,20.00米,3.20米,客梯4个，货梯2个,租金已包含,,2019/6/15 15:49:37,https://shop.fang.com/zu/3_434060391.html,"116.225949,39.905965"
,20790元/月,押二付三,650000.00㎡,,,,第1层(共3层),简装修,写字楼配套底商,否,餐饮美食,龙湖长楹天街商铺,朝阳北路管庄路口向东50米,5.00米,4.00米,3.00米,客梯4个，货梯2个,18.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/7/30 9:32:32,https://shop.fang.com/zu/3_436559584.html,"116.598094,39.924312"
,82500元/月,面议,120000.00㎡,,,,第2层(共4层),毛坯,写字楼配套底商,否,,三里屯SOHO商铺,三里屯工体北路南侧，南三里屯路西侧,12.00米,18.00米,4.00米,客梯0个，货梯0个,30.00元/㎡·月,"上水,下水,燃气",2019/8/31 12:08:05,https://shop.fang.com/zu/3_425266440.html,"116.461056,39.949984"
,79110元/月,押一付三,127000.00㎡,,,,第1层(共5层),精装修,商业街商铺,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,餐饮美食,休闲娱乐",中汇广场商铺,东直门南大街11号,5.00米,4.00米,3.00米,客梯16个，货梯4个,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/10 17:50:50,https://shop.fang.com/zu/3_438563424.html,"116.432706,39.934540"
,18000元/月,押一付三,584084.00㎡,,,,第1层(共1层),简装修,临街门面,是,餐饮美食,通州万达广场商铺,新华西街与北苑南路交叉口东南角,4.50米,10.00米,5.70米,客梯0个，货梯0个,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/20 16:50:14,https://shop.fang.com/zu/3_427450912.html,"116.226850,39.905888"
,13000元/月,押二付三,100000.00㎡,,,,第1层(共3层),精装修,写字楼配套底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",建外SOHO商铺,东三环中路39号,10.00米,16.00米,3.60米,客梯12个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/9/3 17:10:47,https://shop.fang.com/zu/3_438269138.html,"116.458705,39.906458"
,38000元/月,押一付三,584084.00㎡,,,,第1层(共1层),简装修,临街门面,是,餐饮美食,通州万达广场商铺,新华西街与北苑南路交叉口东南角,8.00米,11.00米,5.70米,客梯0个，货梯0个,,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/20 16:50:29,https://shop.fang.com/zu/3_427450046.html,"116.226850,39.905888"
,107250元/月,押二付三,330000.00㎡,,,,第3层(共18层),精装修,写字楼配套底商,否,"百货超市,服饰鞋包,生活服务,美容美发,休闲娱乐",银河SOHO商铺,小牌坊胡同甲七号,30.00米,20.00米,5.00米,客梯18个，货梯6个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水",2019/7/19 18:26:49,https://shop.fang.com/zu/3_436023609.html,"116.433366,39.920552"
,50000元/月,押二付三,120000.00㎡,,,,第1层(共28层),毛坯,住宅底商,否,,三里屯SOHO商铺,三里屯工体北路南侧，南三里屯路西侧,5.00米,8.00米,4.60米,客梯0个，货梯0个,租金已包含,,2019/7/4 9:40:33,https://shop.fang.com/zu/3_435161203.html,"116.461056,39.949984"
,32000元/月,押二付三,100000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",建外SOHO商铺,东三环中路39号,10.00米,28.00米,3.60米,客梯12个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/23 8:57:23,https://shop.fang.com/zu/3_437781186.html,"116.458705,39.906458"
,71760元/月,押一付三,368㎡,,,,第1层(共1层),精装修,商业街商铺,否,,酒仙桥798艺术区一层临街底商,798艺术区,20.00米,20.00米,4.50米,,租金已包含,"暖气,停车位,中央空调",2019/7/25 11:45:08,https://shop.fang.com/zu/3_436326067.html,"116.494614,39.985047"
,75000元/月,面议,150000.00㎡,,,,第1层(共4层),毛坯,写字楼配套底商,否,餐饮美食,朝外SOHO商铺,朝外大街乙6号,12.00米,18.00米,5.00米,客梯1个，货梯1个,30.00元/㎡·月,"中央空调,上水,下水,燃气",2019/8/1 11:12:48,https://shop.fang.com/zu/3_429905232.html,"116.454153,39.919669"
,28800元/月,押一付三,392265.00㎡,,,,第1层(共1层),精装修,写字楼配套底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,餐饮美食,休闲娱乐",望京SOHO商业,望京街与阜安西路交叉路口（望京街中部）,5.00米,4.00米,3.00米,客梯4个，货梯2个,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/9 11:04:05,https://shop.fang.com/zu/3_438509754.html,"116.481050,39.996794"
,118800元/月,押二付三,392265.00㎡,,,,第1层(共1层),精装修,写字楼配套底商,是,舞蹈,望京SOHO商业,望京街与阜安西路交叉路口（望京街中部）,9.00米,15.00米,4.50米,客梯4个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/8 11:44:21,https://shop.fang.com/zu/3_438475481.html,"116.481050,39.996794"
,804000元/月,半年付,1072㎡,,,,第1层(共35层),毛坯,商业街商铺,否,金融行业,合生财富广场,德胜门外大街13号院1号,20.00米,20.00米,5.20米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排污",2019/7/29 18:32:23,https://shop.fang.com/zu/3_436542516.html,"116.478254,39.890145"
,25000元/月,押三付三,120000.00㎡,50㎡,,,第1层(共1层),精装修,临街门面,否,,三里屯SOHO商铺,三里屯工体北路南侧，南三里屯路西侧,12.00米,6.00米,5.00米,客梯0个，货梯0个,租金已包含,,2019/7/18 15:27:25,https://shop.fang.com/zu/3_435960749.html,"116.461056,39.949984"
,72960元/月,半年付,256㎡,210㎡,,,第1层(共18层),精装修,写字楼配套底商,是,"百货超市,餐饮美食",石榴中心写字楼配套餐饮商铺,榴乡桥北350米， 榴乡路南顶路交叉口,8.00米,25.00米,6.00米,,租金已包含,"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/8 10:14:57,https://shop.fang.com/zu/3_437050441.html,"116.422868,39.841113"
,39000元/月,押二付三,100000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",建外SOHO商铺,东三环中路39号,6.00米,28.00米,3.60米,客梯12个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/9 8:55:35,https://shop.fang.com/zu/3_438499930.html,"116.458705,39.906458"
,16000元/月,押二付三,100000.00㎡,,,,第3层(共30层),精装修,其他,否,,建外SOHO商铺,东三环中路39号,5.00米,20.00米,3.00米,客梯12个，货梯2个,租金已包含,"上水,下水",2019/9/11 11:25:05,https://shop.fang.com/zu/3_438589298.html,"116.458705,39.906458"
,18000元/月,押二付三,120000.00㎡,42㎡,,,第3层(共5层),简装修,住宅底商,否,生活服务,三里屯SOHO商铺,三里屯工体北路南侧，南三里屯路西侧,7.00米,20.00米,6.00米,客梯0个，货梯0个,28.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/23 14:35:42,https://shop.fang.com/zu/3_430950720.html,"116.461056,39.949984"
,29700元/月,押二付三,0.00㎡,,,,第1层(共1层),精装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",保利中央公园商铺,望京东园七区,10.00米,10.00米,5.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/20 18:52:11,https://shop.fang.com/zu/3_437665298.html,"116.490141,39.995086"
,975000元/月,押三付三,0.00㎡,,,,第1层(共26层),简装修,住宅底商,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,休闲娱乐",中粮广场商铺,东城区建国门内大街8号,20.00米,20.00米,5.00米,客梯0个，货梯0个,35.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污",2019/7/18 22:32:28,https://shop.fang.com/zu/3_435980946.html,"116.430431,39.906679"
,30000元/月,押一付三,70㎡,,,,第1层(共6层),简装修,住宅底商,否,,建外SOHO商业,东三环中路39号,5.00米,4.00米,3.00米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/10 12:46:34,https://shop.fang.com/zu/3_438552122.html,"116.458705,39.906458"
,75000元/月,押二付三,100000.00㎡,,,,第1层(共30层),精装修,写字楼配套底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",建外SOHO商铺,东三环中路39号,20.00米,20.00米,3.00米,客梯12个，货梯2个,租金已包含,"中央空调,上水,下水,可明火,排烟,排污",2019/8/9 9:49:08,https://shop.fang.com/zu/3_437102565.html,"116.458705,39.906458"
,478500元/月,面议,5500㎡,,,,第1层(共4层),精装修,商业街商铺,否,,七里庄,七里庄,20.00米,50.00米,4.00米,,租金已包含,,2019/6/15 16:31:41,https://shop.fang.com/zu/3_434062404.html,"116.293696,39.866043"
,111600元/月,押二付三,392265.00㎡,,,,第1层(共1层),精装修,写字楼配套底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",望京SOHO商业,望京街与阜安西路交叉路口（望京街中部）,15.00米,13.00米,5.00米,客梯4个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/10 15:30:11,https://shop.fang.com/zu/3_438557963.html,"116.481050,39.996794"
,50000元/月,押二付三,100000.00㎡,,,,第1层(共30层),简装修,写字楼配套底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",建外SOHO商铺,东三环中路39号,10.00米,15.00米,3.00米,客梯12个，货梯2个,租金已包含,"中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/30 9:25:58,https://shop.fang.com/zu/3_438077453.html,"116.458705,39.906458"
,72000元/月,押一付三,10000.00㎡,,,,第1层(共2层),精装修,临街门面,否,"服饰鞋包,生活服务,休闲娱乐",新城国际商铺,朝外大街6号,9.00米,20.00米,4.50米,客梯0个，货梯0个,8.00元/㎡·月,"网络,暖气,中央空调,上水,下水",2019/7/19 18:50:10,https://shop.fang.com/zu/3_436024487.html,"116.455593,39.917658"
,51000元/月,押一付三,650000.00㎡,,,,第1层(共3层),简装修,住宅底商,否,百货超市,龙湖长楹天街商铺,朝阳北路管庄路口向东50米,5.00米,4.00米,3.00米,客梯4个，货梯2个,18.00元/㎡·月,"网络,暖气,客梯,燃气",2019/7/30 9:38:43,https://shop.fang.com/zu/3_436559752.html,"116.598094,39.924312"
,53730元/月,押一付三,392265.00㎡,,,,第1层(共30层),精装修,写字楼配套底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,餐饮美食,休闲娱乐",望京SOHO商业,望京街与阜安西路交叉路口（望京街中部）,5.00米,4.00米,3.00米,客梯4个，货梯2个,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/9 21:16:08,https://shop.fang.com/zu/3_438530336.html,"116.481050,39.996794"
,106470元/月,押一付三,700㎡,,,,第1层(共1层),简装修,住宅底商,是,百货超市,菜户营桥,丰台菜户营,20.00米,30.00米,4.50米,,5.00元/㎡·月,"网络,暖气,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/6 11:23:43,https://shop.fang.com/zu/3_438391520.html,"116.333778,39.864021"
,285495元/月,押一付三,0.00㎡,,,,第-1层(共4层),毛坯,商业街商铺,是,"百货超市,生活服务,餐饮美食",泛海国际底商,北京市朝阳区星火西路19号,12.00米,30.00米,3.50米,客梯0个，货梯0个,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/7/29 19:46:56,https://shop.fang.com/zu/3_436545323.html,"116.492886,39.933631"
,103125元/月,押二付三,220000.00㎡,624㎡,,,第5层(共5层),简装修,写字楼配套底商,是,休闲娱乐,悠乐汇商铺,广顺南大街和阜通东大街交界处(邮编：100102),20.00米,20.00米,20.00米,客梯2个，货梯1个,租金已包含,,2019/6/19 12:22:05,https://shop.fang.com/zu/3_434263484.html,"116.476551,39.989636"
,152160元/月,押二付三,634㎡,603㎡,,,第1层(共3层),精装修,商业街商铺,否,,管庄,管庄 北京新天地,5.00米,4.00米,3.00米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/8/14 15:45:40,https://shop.fang.com/zu/3_437371041.html,"116.593359,39.915035"
,15000元/月,押一付三,18㎡,,,,第1层(共6层),简装修,住宅底商,否,,建外SOHO商业,东三环中路39号,5.00米,4.00米,3.00米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/10 12:04:24,https://shop.fang.com/zu/3_438550591.html,"116.458705,39.906458"
,675000元/月,押三付三,3000㎡,,,,第1层(共30层),精装修,临街门面,是,,银领国际,银领国际光大银行,40.00米,37.00米,4.00米,,30.00元/㎡·月,"网络,暖气,客梯,货梯,中央空调,上水,下水",2019/8/29 11:39:57,https://shop.fang.com/zu/3_438046137.html,"116.456928,39.998134"
,290400元/月,押三付三,363㎡,,,,第1层(共16层),毛坯,住宅底商,否,"百货超市,家居建材,生活服务",民生金融中心,东城区将国门内大街28号,14.00米,25.00米,5.20米,,33.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水",2019/8/14 16:18:08,https://shop.fang.com/zu/3_422866680.html,"116.419626,39.906991"
,67095元/月,押一付三,23444.00㎡,,,,第1层(共4层),精装修,商业街商铺,否,"百货超市,餐饮美食,休闲娱乐,酒店宾馆,生活服务,服饰鞋包",望馨商业中心,望京利泽西街,5.00米,4.00米,3.00米,客梯2个，货梯2个,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/9 17:54:04,https://shop.fang.com/zu/3_438523942.html,"116.461927,40.009204"
,35000元/月,押一付三,30㎡,,,,第1层(共6层),简装修,住宅底商,否,,建外SOHO商业,东三环中路39号,5.00米,4.00米,3.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/10 12:43:55,https://shop.fang.com/zu/3_438552054.html,"116.458705,39.906458"
,240000元/月,押二付三,330000.00㎡,,,,第-1层(共3层),简装修,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",银河SOHO商铺,小牌坊胡同甲七号,25.00米,45.00米,5.00米,客梯18个，货梯6个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/7/19 18:01:47,https://shop.fang.com/zu/3_436022492.html,"116.433366,39.920552"
,351390元/月,半年付,200000.00㎡,899㎡,,,第1层(共2层),毛坯,住宅底商,否,"家居建材,服饰鞋包,生活服务,美容美发",帝景五星商街,广渠路28号院,23.00米,21.00米,3.00米,客梯0个，货梯0个,4.98元/㎡·月,"上水,下水",2019/8/31 11:29:46,https://shop.fang.com/zu/3_438129626.html,"116.490638,39.915419"
,37590元/月,押二付三,0.00㎡,,,,第1层(共1层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",保利中央公园商铺,望京东园七区,10.00米,10.00米,5.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/31 17:56:51,https://shop.fang.com/zu/3_438142070.html,"116.490141,39.995086"
,83520元/月,面议,330000.00㎡,,,,第2层(共3层),精装修,购物中心/百货,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",银河SOHO商铺,小牌坊胡同甲七号,12.00米,20.00米,5.20米,客梯18个，货梯6个,33.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/7/25 9:09:51,https://shop.fang.com/zu/3_436309862.html,"116.433366,39.920552"
,44000元/月,押三付三,100000.00㎡,,,,第1层(共30层),精装修,写字楼配套底商,否,,建外SOHO商铺,东三环中路39号,12.00米,12.00米,3.00米,客梯12个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/2 11:40:00,https://shop.fang.com/zu/3_438218032.html,"116.458705,39.906458"
,450000元/月,押三付三,600㎡,,,,第1层(共33层),毛坯,住宅底商,否,百货超市,外运大厦,朝阳区安定路5号院10号楼,25.00米,24.00米,5.00米,,36.00元/㎡·月,"网络,暖气,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/8/14 16:18:08,https://shop.fang.com/zu/3_421709929.html,"116.404592,39.977606"
,156000元/月,押三付三,15000.00㎡,,,,第1层(共2层),精装修,临街门面,否,餐饮美食,好运街商铺,枣营北路西侧,20.00米,20.00米,4.00米,客梯0个，货梯0个,租金已包含,"暖气,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/31 19:32:23,https://shop.fang.com/zu/3_438144894.html,"116.471506,39.950791"
,108360元/月,押一付三,330000.00㎡,500㎡,,,第1层(共18层),毛坯,写字楼配套底商,否,"百货超市,生活服务,美容美发,餐饮美食,休闲娱乐",银河SOHO商铺,小牌坊胡同甲七号,20.00米,30.00米,5.20米,客梯18个，货梯6个,33.00元/㎡·月,"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水",2019/7/31 10:12:38,https://shop.fang.com/zu/3_436614012.html,"116.433366,39.920552"
,135000元/月,押三付三,300㎡,,,,第1层(共2层),简装修,写字楼配套底商,是,,万豪中心,万豪中心,20.00米,30.00米,5.00米,,租金已包含,,2019/9/10 20:59:47,https://shop.fang.com/zu/3_438570648.html,"116.433945,39.904426"
,90000元/月,押二付三,392265.00㎡,,,,第1层(共1层),精装修,写字楼配套底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",望京SOHO商业,望京街与阜安西路交叉路口（望京街中部）,10.00米,20.00米,5.20米,客梯4个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/15 20:33:32,https://shop.fang.com/zu/3_437432973.html,"116.481050,39.996794"
,26000元/月,押二付三,100000.00㎡,,,,第3层(共30层),精装修,写字楼配套底商,否,,建外SOHO商铺,东三环中路39号,12.00米,8.00米,3.50米,客梯12个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/8/30 9:34:16,https://shop.fang.com/zu/3_438078444.html,"116.458705,39.906458"
,717600元/月,押三付三,800㎡,,,,第1层(共35层),毛坯,写字楼配套底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,休闲娱乐",国际企业大厦,金融大街35号,35.00米,15.00米,4.50米,,45.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污",2019/7/29 16:30:02,https://shop.fang.com/zu/3_436536127.html,"116.358545,39.909690"
,16000元/月,面议,120㎡,,,,第2层(共3层),简装修,住宅底商,是,,建外SOHO商业,东三环中路39号,5.00米,4.00米,3.00米,,25.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/8/22 19:16:54,https://shop.fang.com/zu/3_437768513.html,"116.458705,39.906458"
,14000元/月,押二付三,100000.00㎡,,,,第1层(共3层),精装修,写字楼配套底商,否,,建外SOHO商铺,东三环中路39号,10.00米,28.00米,3.60米,客梯12个，货梯2个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,燃气",2019/8/18 11:00:08,https://shop.fang.com/zu/3_437552196.html,"116.458705,39.906458"
,80580元/月,押二付三,316㎡,,,,第1层(共4层),精装修,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",望京商业中心,阜通东大街,10.00米,10.00米,4.90米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/24 15:49:55,https://shop.fang.com/zu/3_432796808.html,"116.468758,40.010239"
,1657500元/月,半年付,6500㎡,6499㎡,,,第1层(共1层),精装修,商业街商铺,否,,望京中央广场,望京地铁,30.00米,30.00米,30.00米,,租金已包含,"停车位,客梯",2019/6/29 18:31:24,https://shop.fang.com/zu/3_434909586.html,"116.468593,39.998774"
